Date,Original Headline,Generated Headline,Keywords,Generated Summary
20191218,Gold Flat Again Ahead of Central Bank Meetings,Gold Prices Hold Steady as Markets Await Central Bank Decisions,"gold, central banks, Brexit, interest rates, US-China trade","Gold prices remained stable amid year-end market calm, with attention turning to upcoming central bank meetings and ongoing Brexit uncertainty influencing currency and commodity movements."
20191218,Gold Prices Unmoved by Re-Emergence of Brexit Risks,Gold Prices Hold Steady as Strong U.S. Data Offsets Brexit Uncertainty,"gold, Brexit, U.S. data, risk appetite, interest rates","Gold prices remained unchanged despite renewed Brexit risks, as robust U.S. economic data boosted investor risk appetite and outweighed safe-haven demand. The British pound fell, but gold saw little movement while the Fed signaled steady interest rates."
20191218,Merkel opposes U.S. sanctions against Nord Stream 2,Merkel Criticizes U.S. Sanctions on Nord Stream 2 Pipeline Companies,"Nord Stream 2, U.S. sanctions, Angela Merkel, Russia, Germany","German Chancellor Angela Merkel voiced opposition to U.S. sanctions targeting companies involved in the Nord Stream 2 gas pipeline, arguing the measures have extraterritorial effects, as the U.S. Senate passed legislation that could impact the project's completion."
20191218,Mexico’s Budding Fuel Market Just Got Less Competitive,"Mexico Rolls Back Energy Reforms, Tightening Pemex’s Grip on Fuel Market","Pemex, energy reforms, fuel market, private investment, Lopez Obrador","Mexico has reversed key energy sector rules, strengthening state-owned Pemex’s control over fuel infrastructure and pricing while making it harder for foreign companies to compete. The move reflects President Lopez Obrador’s push against previous free-market reforms and signals a tougher environment for private investment."
20191218,Oil Prices Fall on Rising Crude Stockpile,Oil Prices Dip in Asia After Unexpected Surge in U.S. Crude Inventories,"oil prices, crude inventories, API report, US-China trade, manufacturing data","Oil prices fell in Asia following a larger-than-expected build in U.S. crude inventories, despite some support from strong U.S. manufacturing data and optimism over the recent U.S.-China trade deal. Traders remain cautious due to uncertainty over China's commitments and the timing of further trade negotiations."
20191218,Oil Prices Stay Little Changed as Inventories Dip,Oil Prices Steady as US Inventory Data Matches Expectations,"oil prices, inventories, WTI, Brent, refining","Oil prices held steady after US government data showed crude inventories fell in line with forecasts, while gasoline and distillate stockpiles rose more than expected due to high refinery output. Analysts noted that strong refining activity is sustaining fuel overproduction, keeping prices stable."
20191218,Oil prices surf near three-month highs after U.S. crude inventories fall,Oil Prices Hold Near Three-Month Highs as US Inventories Fall and Output Cuts Continue,"oil prices, crude inventories, output cuts, OPEC, trade deal","Oil prices stayed close to three-month highs as US crude inventories fell and major producers maintained output cuts, with thin trading volumes and optimism from the US-China trade deal supporting the market."
20191218,Oil Slips From Three-Month High on Signs of U.S. Stockpile Gain,Oil Prices Dip From Three-Month High as U.S. Inventories Surge,"oil prices, crude stockpiles, gasoline build, trade deal, OPEC","Oil prices fell after a report showed a significant increase in U.S. crude and gasoline inventories, raising oversupply concerns despite recent gains from OPEC cuts and a U.S.-China trade deal. The American Petroleum Institute reported the largest gasoline stockpile build since January, with official data due soon."
20191218,Trump administration to stick with 2020 biofuel plan over farmer objections: sources,White House Stands by 2020 Biofuel Plan Despite Backlash from Farmers,"biofuel, EPA, Trump, refinery waivers, corn farmers","The White House will maintain its current 2020 biofuel blending proposal despite criticism from farmers and biofuel advocates who say it does not sufficiently support corn growers, potentially risking President Trump's support in key Midwestern states ahead of the 2020 election. The plan, which addresses refinery waivers, is expected to be finalized soon despite ongoing opposition."
20191218,U.S. Energy Chief Shrugs Off Permian Oil Slowdown as ‘Pause’,"US Shale Boom Set to Continue Despite Temporary Permian Slowdown, Says Energy Secretary","shale boom, Permian Basin, US exports, drilling technology, Strategic Petroleum Reserve","US Energy Secretary Dan Brouillette said the slowdown in the Permian Basin is likely temporary and that the US shale boom will continue, supported by improved drilling technology and stable prices. He also emphasized the importance of the Strategic Petroleum Reserve and warned against proposed fracking bans."
20191218,U.S. files appeal into WTO system it has broken,US Appeals WTO Steel Ruling Despite Blocking Trade Court Function,"WTO, Appellate Body, United States, India, steel dispute","The United States appealed a WTO ruling in a steel dispute with India, despite having paralyzed the WTO's Appellate Body and rendering it unable to process such appeals, prompting criticism from other member states. The dispute centers on U.S. tariffs on Indian steel, with most WTO members urging the U.S. to restore the appeals process."
20191219,Chicken Sandwich Craze and Swine Fever to Boost 2020 Poultry Demand,US Chicken Prices Rebound as Exports to China and Restaurant Demand Surge,"poultry prices, Sanderson Farms, China exports, restaurant demand, African swine fever","US chicken prices are rising after a period of oversupply, driven by renewed Chinese demand, restaurant popularity, and global protein shortages, with Sanderson Farms reporting improved sales and earnings. The company’s shares have surged nearly 80% this year as Asian pork shortages boost American poultry exports."
20191219,China-US trade deal progress help oil prices stay near three-month highs,Oil Prices Hold Near Three-Month Highs as U.S.-China Trade Progress Boosts Demand Outlook,"oil prices, U.S.-China trade, OPEC cuts, demand outlook, crude inventories","Oil prices remained near three-month highs as progress in U.S.-China trade talks and deeper OPEC-led output cuts boosted market optimism, with both Brent and WTI on track for a third consecutive weekly rise. China’s new tariff exemptions and falling U.S. crude inventories also supported prices."
20191219,FERC rules clean energy sources must bid higher market price,"US Regulator Orders State-Subsidized Renewables to Raise Market Bids, Sparking Backlash","FERC, PJM Interconnection, renewables, capacity market, subsidies","The US Federal Energy Regulatory Commission ordered PJM Interconnection to require state-subsidized wind and solar providers to raise their market bids, a move criticized by renewable energy groups as favoring fossil fuels and potentially increasing consumer costs. The decision, passed by Republican commissioners, aims to maintain market competitiveness but faces opposition from environmental advocates and some states."
20191219,French CGT union to decide on refinery shutdowns on Friday: sources,French Oil Workers May Halt Refinery Production as Pension Reform Protests Escalate,"CGT union, oil refineries, pension reform, strikes, France","French oil sector workers from the CGT union are considering a full shutdown of refinery production to intensify protests against the government's pension reform, with a decision expected Friday as strikes continue to disrupt fuel deliveries. Prime Minister Edouard Philippe is meeting union leaders in an effort to resolve the standoff."
20191219,"Gold Back Above $1,480 on Trump Impeachment Watch","Gold Prices Surge Above $1,480 as Investors Seek Safety Amid Trump Impeachment Uncertainty","gold prices, Trump impeachment, safe haven, political uncertainty, investors","Gold prices climbed above $1,480 an ounce as investors turned to the metal for safety following President Trump's impeachment, despite positive developments in U.S.-China trade and Wall Street gains. The yellow metal remains up significantly for the year, reflecting ongoing demand as a hedge against uncertainty."
20191219,Gold Holds Firm as Bond Yields Rise to Four-Month Highs,"Gold Holds Steady Near $1,480 Despite Weakness in Other Safe-Haven Assets","gold prices, interest rates, central banks, eurozone, safe-haven assets","Gold prices remained stable around $1,480 per ounce despite lackluster performance in other safe-haven assets and plateauing investor interest, as central bank purchases slowed and global monetary policy diverged. Analysts warn that gold's inability to sustain recent highs could signal potential declines ahead."
20191219,Gold prices dip slightly after reaching two-week high,Gold Prices Ease After Hitting Two-Week High Amid Political Uncertainty,"gold, impeachment, Trump, safe-haven, trading","Gold prices dipped slightly in Asia after reaching a two-week high, supported earlier by U.S. political uncertainty following the House vote to impeach President Trump, with analysts noting thin holiday trading and a 15% annual gain due to trade war concerns."
20191219,Gold Prices Inch Up as Trump Impeachment Brings Uncertainty,Gold Prices Edge Higher as Trump Impeachment Fuels Political Uncertainty,"gold, impeachment, safe-haven, Federal Reserve, inflation","Gold prices rose slightly in Asia after the U.S. House voted to impeach President Trump, with political uncertainty boosting safe-haven demand despite strong economic data and limited gains. Analysts suggest gold's rally may continue into the new year, supported by the Federal Reserve's stance on inflation and interest rates."
20191219,Iran calls for transport insurance for Muslim nations,Iran Proposes Islamic Insurance Network to Counter US Sanctions at Kuala Lumpur Summit,"Iran, US sanctions, Islamic summit, transport insurance, national currencies","Iranian President Hassan Rouhani proposed creating a transport insurance system exclusively for Muslim nations to reduce reliance on Western insurers amid US sanctions, while also urging Muslim countries to conduct trade in their own currencies. Turkish President Tayyip Erdogan supported the call for using national currencies in bilateral trade."
20191219,Madrid's fight over carbon markets moves to Montreal aviation talks,Aviation Industry Faces Tough Decision on Carbon Offsets After Climate Talks Stall,"carbon credits, CORSIA, ICAO, aviation emissions, Paris Agreement","After global climate talks in Madrid failed to resolve the status of billions of old carbon credits, the International Civil Aviation Organization must now decide which offsets will be allowed in its upcoming emissions scheme, CORSIA, amid concerns over market integrity and environmental effectiveness. The decision is complicated by divisions between countries favoring the use of older, cheaper credits and those pushing for stricter limits to ensure meaningful emissions reductions."
20191219,"New clean shipping fuel rules, but who polices the polluters?",Global Shipping Faces Compliance Challenges as Stricter Sulfur Fuel Rules Take Effect,"shipping, sulfur regulations, IMO, enforcement, pollution","New international rules requiring ships to use low-sulfur fuel or install scrubbers take effect in January 2020, but uneven enforcement and incomplete global adoption raise concerns about compliance and effectiveness. While over 90 countries have signed on, gaps remain in regions like Africa and South America, and some major shipping nations are still preparing to implement the regulations."
20191219,Nigeria's ex-attorney general held by financial crimes agency over $1.3 billion oil deal,Nigeria's Former Attorney General Detained in OPL 245 Corruption Probe,"OPL 245, Mohammed Adoke, EFCC, oil scandal, Nigeria","Nigeria's former attorney general Mohammed Adoke was detained by the Economic and Financial Crimes Commission upon his return from Dubai as part of an investigation into the $1.3 billion OPL 245 oilfield corruption case involving Eni and Shell, both of whom deny wrongdoing. Adoke's lawyer maintains his client will be vindicated after a fair trial."
20191219,Oil Hits 3-Month Highs Again on China Feel-Good Factor,Oil Prices Hit Three-Month Highs on China Trade Optimism and Tariff Waivers,"oil prices, China trade, tariff waivers, crude futures, phase one deal","Oil prices surged to three-month highs as optimism over a U.S.-China phase one trade deal and Beijing's tariff waivers on U.S. chemical and oil products boosted market sentiment, with additional support from a drop in U.S. crude stockpiles. The rally comes amid a broader pre-Christmas upswing on Wall Street, despite political turmoil in Washington."
20191219,"Oil patch woes: Amid downturn, Alberta rages at Canada's Trudeau","Alberta Faces Economic Struggles Amid Oil Slump, Pipeline Delays, and Trade Disputes","Alberta, oil prices, pipeline, canola, Trudeau","Alberta’s economy is suffering from job losses, stalled oil pipelines, and reduced canola exports due to trade tensions with China, fueling regional frustration and separatist sentiment as pressure mounts on Prime Minister Trudeau to address the province’s concerns."
20191219,Oil Prices Fall But Near Three-Month Highs Amid Falling Crude Inventories,Oil Prices Dip Slightly but Remain Near Three-Month Highs After U.S. Inventory Drop,"oil prices, crude inventories, refining, output cuts, impeachment","Oil prices edged down in Asia but stayed close to three-month highs after U.S. crude inventories fell by 1.085 million barrels, with ongoing output cuts and the U.S.-China trade deal supporting the market despite steady fuel overproduction and President Trump's impeachment having little market impact."
20191219,Oil prices hold near three-month highs on U.S.-China trade deal progress,Oil Prices Steady Near Three-Month Highs as US-China Trade Tensions Ease,"oil prices, US-China trade, OPEC, crude inventories, energy demand","Oil prices remained near three-month highs due to easing US-China trade tensions, OPEC-led output cuts, and falling US crude inventories, boosting expectations for higher energy demand in 2020. Both Brent and WTI benchmarks are set for a third consecutive weekly rise."
20191219,"Russia, Ukraine, Europe agree 'in principle' on new gas deal: EU's Sefcovic","Russia, Ukraine, and EU Reach Preliminary Agreement on Post-2020 Gas Deal","gas deal, Russia, Ukraine, European Commission, energy","Russia, Ukraine, and the European Commission have reached a preliminary agreement on a new gas deal to begin after January 1, 2020, following intensive talks in Berlin. The deal is seen as positive news for all parties involved, according to EU Vice President Maros Sefcovic."
20191219,U.S. House passes new North American trade deal replacing NAFTA,US House Passes New North American Trade Deal with Strong Bipartisan Support,"USMCA, trade deal, House vote, labor rules, automotive content","The US House of Representatives overwhelmingly approved the USMCA trade agreement, which updates NAFTA with stricter labor and automotive content rules while maintaining most North American trade flows; the measure now moves to the Senate for consideration."
20191220,Almonds and Pecans May Be Key to U.S.-China Farm Deal,China Expected to Boost U.S. Nut Imports Under Phase One Trade Deal,"China, U.S. trade, agricultural imports, nuts, phase one deal","China is projected to buy about $2.5 billion in U.S. nuts annually as part of the phase one trade deal, surpassing expected purchases of other key American farm products like corn and pork. Despite tariffs, Chinese demand for American nuts such as almonds and pistachios remains strong."
20191220,China can fulfil $40 billion U.S. farm purchase pledge: consultancy,China Expected to Meet $40 Billion Annual U.S. Farm Goods Purchase Target Under Phase 1 Trade Deal,"U.S.-China trade, agricultural imports, soybeans, Phase 1 deal, JCI consultancy","China is projected to fulfill its commitment to buy over $40 billion annually in U.S. agricultural products under the Phase 1 trade deal, according to top Chinese consultancy JCI, despite skepticism and past declines in imports. JCI estimates major purchases will include soybeans, pork, sorghum, corn, wheat, chicken feet, and nuts, assuming favorable conditions."
20191220,"Gold Dips, but not Much, as U.S. Consumers Show Strength",Gold Prices Dip as Strong U.S. Consumer Spending Eases Recession Fears,"gold futures, consumer spending, U.S. economy, impeachment, trade deal","Gold prices slipped despite holding above $1,480 an ounce as robust U.S. consumer spending and improved sentiment reduced recession concerns, while political uncertainty and trade deal doubts continued to support the metal. Gold remains up over 15% for the year, with investors watching both Wall Street trends and President Trump's impeachment proceedings."
20191220,Gold Slips as U.S. Q3 GDP Shows Consumer Strength,Gold Slips as Stronger U.S. Consumer Spending Lifts Economic Outlook,"gold, consumer spending, GDP, interest rates, Federal Reserve","Gold prices edged down after revised U.S. GDP data showed stronger consumer spending and improved sentiment, reinforcing expectations that the Federal Reserve will keep interest rates steady into next year."
20191220,Oil Pares Weekly Advance as Technical Traders Eye $60 Threshold,Oil Prices Retreat as Traders Test $60 Threshold Amid Trade Talks,"oil prices, technical trading, US-China trade, OPEC cuts, crude inventories","Oil prices fell after failing to break above $61 a barrel, with traders eyeing the $60 level as US-China trade talks and OPEC supply cuts continued to influence the market. Despite the drop, crude posted a third straight weekly gain and is set for its best December since 2002."
20191220,Oil Slumps as Some Investors Cash Out,Oil Prices See Biggest Drop in Three Weeks Amid Profit-Taking and Impeachment Uncertainty,"oil prices, profit-taking, impeachment, rig count, OPEC+","Oil prices fell about 1% after a six-day rally as profit-taking, a surge in U.S. oil rigs, and uncertainty over President Trump's impeachment trial pressured the market, though both WTI and Brent remain up significantly for the year. The selloff marks the largest drop in oil since late November, despite ongoing support from OPEC+ output cuts and hopes for a U.S.-China trade deal."
20191220,Wind and Solar Farms Are Putting European Nuclear Out of Work,Sweden and Germany to Shut Down Long-Serving Nuclear Reactors Amid Renewable Energy Surge,"nuclear reactors, renewable energy, Vattenfall, Germany, decommissioning","Sweden and Germany are permanently closing two major nuclear reactors this month due to economic pressures from increased wind and solar power, with political debate ongoing in Sweden and Germany’s phase-out nearly complete. A Swiss reactor is also shutting down, marking a broader shift away from nuclear energy in Europe."
20191221,"Muslim nations consider gold, barter trade to beat sanctions","Iran, Malaysia, Turkey, and Qatar Explore Gold and Barter Trade to Counter Sanctions","gold trade, barter system, economic sanctions, Islamic summit, Mahathir Mohamad","Iran, Malaysia, Turkey, and Qatar are considering trading in gold and using barter systems to protect against future economic sanctions, as discussed at an Islamic summit in Kuala Lumpur. The leaders also emphasized the need for greater economic cooperation and self-reliance among Muslim-majority nations."
20191222,"Egypt, Ethiopia, Sudan views come closer on giant Nile dam: Sudanese minister","Egypt, Ethiopia, and Sudan Make Progress Toward Agreement on Nile Dam Operations","Nile dam, Ethiopia, Egypt, Sudan, negotiations","Egypt, Ethiopia, and Sudan have moved closer to agreeing on how to fill and operate the Grand Ethiopian Renaissance Dam after submitting proposals and narrowing differences during talks in Khartoum. Further discussions are planned, with the aim of finalizing an agreement by mid-January 2020."
20191222,French workers vote to halt output at Lavera refinery: union,French Oil Refinery Halts Production as Union Escalates Pension Reform Protests,"Lavera refinery, CGT union, pension reform, strike, France","CGT union workers shut down the Lavera oil refinery in southern France to protest pension reforms, with votes at other refineries pending as industrial action intensifies and disrupts fuel supplies."
20191222,Gold prices rise ahead of holiday season,Gold Prices Edge Higher as Investors Seek Safety Amid Holiday Uncertainty and Trade Talks,"gold prices, safe-haven, US-China trade, Federal Reserve, economic outlook","Gold prices rose in Asia as investors sought safe-haven assets ahead of the holidays and amid ongoing US-China trade uncertainty, with the metal up 0.25% and supported by recession fears and a dovish Fed stance. The market awaits the signing of the Phase One trade deal, while the economic outlook remains uncertain for next year."
20191222,"Greece, Israel, Cyprus to sign deal on gas pipeline on January 2","Greece, Cyprus, and Israel to Advance EastMed Gas Pipeline to Europe","EastMed pipeline, natural gas, Greece, Israel, Europe","Greece, Cyprus, and Israel will sign an agreement to develop the EastMed pipeline, aiming to transport natural gas from the eastern Mediterranean to Europe, with Italy's approval pending for finalization. The project seeks to diversify Europe's energy sources amid regional tensions following a Turkey-Libya maritime deal."
20191222,Misery Looms Over Top Coal Shippers as China to Buy Less in 2020,China to Cut Coal Imports in 2020 as Domestic Production Surges,"China, coal imports, domestic production, Australia, Indonesia","China is expected to reduce coal imports in 2020 due to record domestic production and plateauing demand, impacting exporters like Australia and Indonesia and likely pushing global coal prices lower. The move comes as China balances supporting its domestic mining industry with economic growth concerns amid a slowing economy."
20191222,"Oil declines, but losses limited as U.S.-China near trade deal",Oil Prices Dip Slightly but Remain Near Three-Month Highs on US-China Trade Deal Optimism,"oil prices, US-China trade, tariffs, economic growth, energy demand","Oil prices edged down but stayed close to three-month highs as optimism grew over an imminent US-China trade deal, which is expected to boost economic growth and energy demand. US drillers increased oil rigs, anticipating higher prices amid improved market sentiment."
20191222,Oil prices stay steady as possibility of US-China trade war end draws near,Oil Prices Steady as US-China Trade Deal Boosts Market Optimism,"oil prices, US-China trade, phase one deal, economic growth, oil rigs","Oil prices remained stable after recent gains as optimism grew over a US-China trade deal, with both countries set to sign a phase one agreement in January; US drillers increased oil rigs in anticipation of higher prices, and US economic growth showed modest improvement."
20191223,"China issues first copper, aluminum scrap import quotas for 2020",China Sets 2020 Scrap Metal Import Quotas as Part of Waste Reduction Drive,"scrap metal, import quotas, China, copper, aluminum","China's environment ministry has issued 2020 import quotas for nearly 550,000 tonnes of copper and aluminum scrap as part of efforts to eliminate waste imports, with new standards set to allow unlimited imports of high-grade scrap by mid-2020. The quotas, mainly allocated to major recycling hubs, are being closely watched by traders amid concerns over supply shortages."
20191223,Gold Edges Higher as Silver Marches to 7-Week High,Gold Prices Edge Higher on Weak US Data and Chinese Demand; Silver and Platinum Also Gain,"gold prices, US data, Chinese demand, silver, platinum","Gold prices rose slightly on Monday, supported by weak US durable goods data and Chinese demand, while silver and platinum also posted gains; Indian gold imports fell due to high prices and lower rural incomes."
20191223,Gold Perks up on Light Volumes as China Risk Stays Alive,Gold Prices Rise as Investors Seek Safety Despite Wall Street Highs,"gold, Wall Street, tariffs, US-China trade, safe haven",Gold prices climbed about half a percent as investors sought a hedge amid record highs in US stocks and ongoing US-China trade negotiations. Thin trading volumes and hopes for a partial trade deal contributed to the gains in both bullion and futures.
20191223,Gold prices rise to six-week high,Gold Prices Hit Six-Week High Amid Geopolitical Tensions and Low Interest Rates,"gold prices, interest rates, trade war, geopolitical tension, U.S.-China","Gold prices reached a six-week high, rising over 15% since 2018, driven by global economic uncertainty, low interest rates, and ongoing U.S.-China trade tensions. Experts predict gold will trade between $1,300 and $1,600 in 2020, with prices hinging on the outcome of upcoming trade talks."
20191223,Iran’s leader ordered crackdown on unrest: 'Do whatever it takes to end it',"Iran’s Supreme Leader Ordered Bloody Crackdown on Protesters, Sources Say","Iran, protests, crackdown, Khamenei, deaths","Iran’s Supreme Leader Ayatollah Khamenei ordered a forceful crackdown on nationwide protests in November, resulting in about 1,500 deaths according to Iranian officials, making it the deadliest unrest since the 1979 Islamic Revolution. The protests, sparked by a sharp rise in gasoline prices, quickly escalated into widespread anti-government demonstrations and were met with lethal force from security forces."
20191223,New mixes emerge as shipping fuel of choice ahead of IMO 2020,Shippers Favor Very Low-Sulfur Fuel Oil as IMO 2020 Sulfur Cap Nears,"IMO 2020, sulfur cap, VLSFO, marine gasoil, shipping","With the IMO 2020 sulfur cap set to take effect, shippers are increasingly choosing very low-sulfur fuel oil over marine gasoil, narrowing the price gap between the two fuels at major ports. Technical preferences and cost considerations are driving this shift as the industry adapts to stricter environmental regulations."
20191223,Oil Edges up in Thin Holiday Volume,Oil Prices Rise Despite Russian Hints at Easing OPEC+ Output Cuts,"OPEC+, oil prices, Russia, output cuts, non-OPEC supply","Oil prices climbed as traders shrugged off Russian suggestions of easing OPEC+ output cuts, with analysts warning that global supply could increase in 2020 due to rising production from non-OPEC countries and potential output from the Kuwait-Saudi Neutral Zone."
20191223,Oil prices rise as support remains for supply cuts and lower inventory predicted,Oil Prices Edge Higher as Russia Reaffirms OPEC Cooperation and U.S. Inventories Decline,"oil prices, OPEC, Russia, crude inventories, production cuts","Oil prices rose after Russia pledged ongoing cooperation with OPEC to support the market, while analysts expect a second consecutive weekly decline in U.S. crude inventories despite rising gasoline and distillate stocks."
20191223,Oil Steady After Biggest Loss in Three Weeks on Supply Outlook,"Oil Prices Steady as Kuwait and Saudi Arabia Near Output Deal, U.S. Drilling Rises","oil prices, Kuwait-Saudi deal, U.S. shale, OPEC, crude output","Oil prices stabilized after a sharp drop as Kuwait and Saudi Arabia moved closer to restoring output in their shared neutral zone, while U.S. shale drilling increased, raising supply concerns despite recent OPEC cuts."
20191223,"Russian wheat up for sixth week on strong rouble, demand ahead of holiday",Russian Wheat Export Prices Climb for Sixth Week Amid Stronger Rouble and Pre-Holiday Demand,"wheat prices, Russian exports, grain market, rouble, sunflower oil","Russian wheat export prices increased for the sixth consecutive week due to a stronger rouble and pre-New Year demand, while total grain exports fell 15% year-on-year and sunflower oil prices also rose. Domestic wheat prices declined slightly, and Russia's 2019 grain crop reached 120.6 million tonnes, up from the previous year."
20191224,Coffee’s Surprise Rally Leaves Traders Guessing on 2020 Outlook,"Coffee Prices Surge as Arabica Beans See Biggest Rally in Years, Outlook Remains Volatile","Arabica, Brazil, supply deficit, volatility, demand","Arabica coffee prices have surged 24% since September 2019 due to supply concerns and adverse weather in Brazil, but high volatility and uncertainty remain for 2020 as analysts predict ongoing supply deficits and strong global demand. Despite the price spike, consumers are unlikely to see significant cost increases soon due to industry price-locking practices."
20191224,"Gold Back at $1,500 on Christmas Eve","Gold Surges Past $1,500 as Investors Seek Safe Haven Amid Wall Street Uncertainty","gold, $1,500, Wall Street, safe haven, 2020","Gold prices climbed above $1,500 an ounce on Christmas Eve as investors turned to the metal to hedge against a potential Wall Street correction in early 2020, with analysts highlighting gold’s strong fundamentals and its role as a safe haven."
20191224,"Oil Jumps on Christmas Eve as Russia, Trump Rehash Deal Talk",Oil Prices Reach 3-½ Month Highs on Russian Output Pledge and Hopes for US-China Trade Deal,"oil prices, OPEC, Russia, production cuts, US-China trade","Oil prices surged to their highest levels since mid-September after Russia reaffirmed its commitment to OPEC production cuts and President Trump reiterated progress on a US-China trade deal. Brent crude rose to $67.25 per barrel, while West Texas Intermediate climbed to $60.99."
20191224,Oil rises on supply cut pledges and slow return of Gulf field,Oil Prices Climb on OPEC-Russia Cooperation and U.S.-China Trade Optimism,"oil prices, OPEC, Russia, trade deal, supply","Oil prices rose in light pre-Christmas trading as Russia reaffirmed cooperation with OPEC on supply cuts and optimism grew over a potential U.S.-China trade agreement, though increased supply from the U.S. and a new Saudi-Kuwait deal could add market pressure. Brent settled at $67.20 and WTI at $61.11 per barrel, with OPEC's output cuts seen as a temporary measure."
20191224,"Saudi Arabia, Kuwait Agree to Resume Oil Output at Shared Fields",Saudi Arabia and Kuwait Agree to Resume Oil Production in Shared Neutral Zone After Four-Year Halt,"oil production, neutral zone, Saudi Arabia, Kuwait, Chevron","Saudi Arabia and Kuwait have agreed to restart oil production in their jointly managed neutral zone after a four-year pause, though the move is unlikely to increase global supply due to OPEC limits. The agreement follows years of negotiations and comes amid tightening supplies of heavy crude oil."
20191225,China rare earth magnet exports to U.S. slide by a fifth in November,China's Rare Earth Magnet Exports to U.S. Drop Sharply Amid Easing Trade Tensions,"rare earth, exports, United States, trade relations, magnets","China's exports of rare earth magnets to the U.S. fell 21.2% month-on-month in November as improved trade relations reduced stockpiling demand, with overall exports also declining to their lowest level since May 2015. Germany remained the largest destination for China's rare earth magnets, while U.S. military stockpiling plans continue despite a ban on Chinese magnets for military use."
20191225,"Joint Saudi, Kuwaiti oil field expected to produce 320,000 bpd by end-2020",Saudi Arabia and Kuwait to Resume Oil Production at Khafji Field After Reaching Agreement,"Khafji oil field, Neutral Zone, Saudi Arabia, Kuwait, OPEC+","Saudi Arabia and Kuwait have agreed to resume oil production at the jointly operated Khafji field, targeting 320,000 barrels per day by the end of 2020, following a deal that ended a long-standing dispute over the Neutral Zone. Production at both Khafji and Wafra fields had been halted for over five years, but output will now restart without affecting OPEC+ supply commitments."
20191225,Putin says Russia has vessel to build Nord Stream 2: newspaper,Putin Says Russia Has Vessel to Complete Nord Stream 2 Pipeline Despite U.S. Sanctions,"Nord Stream 2, Putin, sanctions, pipeline, Gazprom","President Putin announced Russia has a vessel to finish the Nord Stream 2 pipeline to Germany after U.S. sanctions halted work, but completion will be delayed by several months. Swiss-Dutch company Allseas suspended its involvement, and Russia plans to use its own slower pipe-laying ship, Academic Cherskiy."
20191226,China big pig farms tie up with small ones in $7 billion plan to boost hog output,China Launches $7 Billion Initiative to Boost Hog Production and Support Small Farms,"hog production, investment, African swine fever, small farms, China","China is investing nearly 50 billion yuan to increase hog production by partnering large and small pig farms, aiming to recover from losses caused by African swine fever and support 33,000 rural families. The initiative involves agreements across 16 cities and is expected to produce over 22 million hogs annually."
20191226,"Gold Above $1,500, Duelling Stocks In Post-Christmas Show of Power","Gold Surges Above $1,500 as Wall Street Hits Record Highs After Holiday Break","gold, Wall Street, record highs, trade deal, hedge","Gold prices climbed above $1,500 an ounce as U.S. stocks reached new records following the Christmas break, with investors seeking a hedge amid ongoing trade discussions and strong equity markets."
20191226,Gold prices hold up amid uncertainties of the U.S.-China deal agreement,Gold Prices Climb as Investors Await Details on US-China Trade Deal,"gold, US-China, trade deal, futures, investment","Gold prices continued to rise in Asia after surpassing $1,500 per ounce, as investors await the signing of the US-China phase one trade deal, which experts say could impact gold prices once finalized."
20191226,"Oil Jumps on Thin Trade, Stockpile Drop Hopes and China Talk",Oil Prices Hit 3-½ Month Highs on Steep Inventory Drop and Trade Deal Optimism,"oil prices, crude inventory, trade deal, API data, Wall Street",Oil prices surged to their highest levels since mid-September as industry data showed a sharp drop in U.S. crude inventories and optimism grew over progress in U.S.-China trade talks. The gains were further supported by strong Wall Street performance and increased fuel demand during the holiday season.
20191226,Oil prices reach three-month highs after strong online shopping by U.S. consumers,Oil Prices Hit Three-Month Highs on Strong U.S. Consumer Spending and Trade Optimism,"oil prices, U.S. consumers, online shopping, OPEC, trade war","Oil prices climbed to three-month highs as record U.S. online holiday spending boosted economic optimism, while hopes for a U.S.-China trade deal and ongoing OPEC production cuts also supported the market."
20191226,Oil up 1% at highest since September on trade pact and crude supplies,Oil Prices Hit Three-Month High on U.S.-China Trade Hopes and Falling U.S. Crude Stocks,"oil prices, U.S.-China trade, crude inventories, OPEC cuts, shale production","Oil prices rose about 1% to their highest level in over three months, driven by optimism over a potential U.S.-China trade deal and a larger-than-expected drop in U.S. crude inventories. Additional support came from ongoing OPEC production cuts and slowing U.S. shale growth."
20191226,Russia can finish Nord Stream 2 within couple of months: Ifax cites Novak,Russia Says Nord Stream 2 Pipeline to Germany Could Be Completed in Months Despite US Sanctions,"Nord Stream 2, Russia, Germany, sanctions, pipeline","Russia claims it can complete the Nord Stream 2 gas pipeline to Germany within months despite new US sanctions, using its own pipe-laying vessel to finish the project."
20191227,CEO of Top U.S. Power Market Is Under Fire Even Before He Starts,Incoming PJM CEO Faces Scrutiny Over Past Mismanagement Allegations as He Prepares for Major Overhaul,"PJM Interconnection, Manu Asthana, Direct Energy, consumer watchdog, federal regulators","Manu Asthana, the incoming CEO of PJM Interconnection, is under scrutiny for alleged mismanagement at his previous company, Direct Energy, as he prepares to lead a federally mandated overhaul that could significantly raise consumer costs. PJM’s board has defended Asthana, while critics question his suitability for the role."
