Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20161102,Oil extends losses after report shows surprise U.S. stocks build,"Oil prices, stockpiles, OPEC, production, inventory",Oil Prices Drop as U.S. Stockpiles Rise and OPEC Production Surges,U.S. Crude and Brent Hit New Lows Amid Inventory Build and Record OPEC Output,Analysis of Inventory Increases and OPEC Production Impact on Global Oil Prices,Crude oil prices fall for fourth day due to surprise U.S. stockpile build and rising OPEC output
20161102,Oil plunges as crude stocks rise by a whopping 14.4M barrels,"Oil prices, crude supplies, U.S. inventories, OPEC deal, Brent oil",Oil Prices Plummet as U.S. Crude Supplies Surge to Record Highs,Oil Prices Plunge to New Lows Amid Rising U.S. Crude Supplies and OPEC Uncertainty,U.S. Crude Oil Inventories Reach Historic High as Supply Surges,Oil prices drop sharply on increased U.S. crude inventories and OPEC deal doubts
20161102,Oil sinks to 5-week lows on bets for bearish U.S. stockpile data,"Oil prices, stockpiles, output cut, OPEC, uncertainty",Oil prices plummet to five-week low amid uncertainty over OPEC output cut and rising US stockpiles,Oil prices fall to five-week low ahead of US stockpile report,Analysis of Current Oil Market Dynamics: US Stockpiles and OPEC Production Agreement Concerns,Oil hits five-week low on doubts over OPEC output cut and rising US stockpiles
20161102,U.S. appeals court hears arguments on scope of Petrobras class action,"corruption, class-action, Petrobras, securities, investors",Petrobras Seeks to Decertify Class-Action in U.S. Court over Corruption Losses,Petrobras Fights Investor Class-Action Over Massive Corruption Scandal,Petrobras Seeks Class-Action Decertification: Legal Arguments and Market Impact,Petrobras appeals to decertify investor class-action amid corruption scandal losses
20161102,U.S. crude stocks up 14.420 mn barrels vs forecast rise 1.013 mn,"crude stocks, EIA, inventories, gasoline, U.S. crude",EIA Reports Surprising Surge in Crude Stocks; U.S. Crude Prices Plunge,Crude Stocks Surge in Latest EIA Report; U.S. Crude Prices Drop,EIA Reports Significant Increase in U.S. Crude Stocks,"U.S. crude stocks rose by 14.420 mn barrels last week, leading to a 3.34% drop in crude prices."
20161102,U.S. natural gas slides to 8-week low ahead of weekly storage data,"natural gas, futures, inventories, prices, demand",US natural gas prices hit eight-week low amid inventory build,US natural gas futures hit eight-week low amid falling demand,Analysis of U.S. Natural Gas Futures Drop Due to Inventory and Demand Data,US natural gas futures fall to eight-week low on inventory build and mild weather speculation
20161102,Weaker dollar lifts oil prices from five-week low,"crude oil, weaker dollar, Brent crude, U.S. presidential election, Nigeria supply disruptions",Crude Oil Prices Rebound as Weaker Dollar and Nigeria Supply Issues Drive Market,Crude Oil Prices Rise Amid Weak Dollar and Supply Disruptions,Impact of Weak Dollar and Supply Disruptions on Crude Oil Prices,Crude oil prices rise as a weaker dollar and Nigerian supply disruptions lift market sentiment
20161103,"Brent, NYMEX gain in Asia as market eyes U.S. rig count figures","Oil prices, U.S. rig count, U.S. presidential vote, energy policies, OPEC production cut",Oil Prices Maintain Gains as U.S. Rig Count and Presidential Vote Loom,Asia Oil Markets Steady Amid U.S. Election and Rig Count Anticipation,Implications of Energy Policies and Production Outputs on Global Oil Prices,Oil prices rise slightly in Asia as investors eye U.S. rig count and presidential vote amidst OPEC uncertainty.
20161103,"Gold falls back below $1,300 as dollar, stocks stabilize","gold prices, U.S. dollar, global stocks, Federal Reserve, interest rates","Gold Prices Dip Below $1,300 as U.S. Dollar and Global Stocks Stabilize",Gold Prices Fall Amidst Stabilized Dollar and Global Markets,Impact of U.S. Federal Reserve Policies on Gold Prices and Market Stabilization,"Gold falls below $1,300 as U.S. dollar and stocks stabilize, market eyes Fed rate decision"
20161103,"Gold holds above $1,300 after Fed decision, U.S. election jitters in focus","gold, Fed, interest rates, U.S. election, market outlook",Gold Holds Near One-Month High as Fed Eyes December Interest Rate Hike,Gold Prices Slip as Fed Hints at December Rate Hike Amid Election Uncertainty,Federal Reserve Signals Potential December Rate Hike as Gold Prices Respond,Gold prices near one-month high amid Federal Reserve signaling December rate hike and U.S. election market uncertainties
20161103,"Gold prices gain in early Asia with U.S. jobs data, elections eyed","gold, U.S. jobs data, U.S. presidential election, rate hike, Federal Reserve",Gold Gains amid Cautious Trade Ahead of U.S. Jobs Data and Presidential Election,Gold Edges Up in Asia as Traders Eye U.S. Jobs Data and Election,Economic Indicators and Market Volatility Anticipate Possible Rate Hike,Gold rises slightly in Asia; traders await U.S. jobs data and election news
20161103,"NYMEX crude gains mildly in early Asia as rig count, U.S. polls eyed","Oil prices, U.S. rig count, presidential vote, OPEC deal, energy policies",Oil Prices Edge Up as U.S. Rig Count and Election Loom,Oil Prices Rise as Investors Eye U.S. Data and Looming Election,Analyzing the Effects of U.S. Rig Count and Presidential Election on Oil Prices,Oil prices rise slightly in Asia ahead of U.S. rig count data and upcoming presidential election
20161103,Oil prices find floor after falls on supply glut woes,"Nigeria, pipeline attack, oil prices, OPEC, U.S. crude stockpiles",Nigeria Pipeline Attack and Weaker Dollar Boost Oil Prices,Oil Prices Inch Up Following Nigerian Pipeline Attack and Weaker Dollar,Factors Influencing Crude Oil Futures After Recent Declines: Nigerian Pipeline Attack and Dollar Weakness,Oil futures rise on Nigerian pipeline attack and weaker dollar
20161103,Oil prices stabilize after plunging to 5-week lows,"oil, prices, crude, inventory, OPEC",Oil Prices Stabilize After Historic U.S. Crude Inventory Surge,Oil Prices Stabilize Amid Uncertainty Over OPEC Production Deal,U.S. Crude Stockpiles at Historical High with Rising Global Skepticism,Oil prices stabilize after sharp drop due to record U.S. crude inventory buildup
20161103,Oil rebounds but holds near 5-week low amid glut concerns,"Oil prices, European hours, crude supplies, U.S. benchmark, OPEC deal",Oil Prices Recover in European Hours Amid Supply Surplus and OPEC Deal Concerns,Oil Prices Rebound After Hitting Five-Week Lows,Analysis of Recent Oil Price Movements and OPEC Production Agreement,Oil prices rise slightly in Europe after U.S. crude supply surge and OPEC deal uncertainty
20161103,"Oil rebounds from five-week lows on Nigeria, weaker dollar","oil, pipeline attack, Nigeria, crude stocks, U.S. dollar",Militant Attack in Nigeria Spurs Oil Price Recovery from Five-Week Lows,Nigeria Pipeline Attack Boosts Oil Prices; U.S. Crude Stocks Surge,Rebound in Oil Prices Cited Following Nigerian Pipeline Attack and U.S. Crude Stock Increase,"Oil prices surge as Nigerian pipeline attack disrupts supply, aided by weak U.S. dollar and record crude stock increase"
20161103,"Paris climate pact enters into force, focus shifts to action","Paris Agreement, climate change, greenhouse gas emissions, United Nations, Marrakesh meeting",Global Community Unites Under Paris Agreement to Tackle Climate Change,Global Accord to Combat Climate Change Takes Effect with Global Commitment,Implementation of the Paris Agreement: Challenges and Commitments Under Global Scrutiny,"Paris Agreement enters into force, putting pressure on nearly 200 countries to cut emissions to meet climate goals"
20161103,U.S. natural gas pushes higher after weekly storage data,"natural gas, futures, storage, U.S. Energy Information Administration, prices",Natural gas futures rise on smaller-than-expected storage increase,Natural gas storage rise pushes futures up slightly,U.S. Natural Gas Storage Rises Less Than Forecast Amid Warmer Weather,U.S. natural gas futures rise as storage increases less than expected last week
20161104,Brazil could pay Petrobras up to $20 billion over rights: paper,"Petrobras, compensation, oil prices, Transfer of Rights, government",Brazilian Government May Owe Petrobras $20 Billion in Transfer of Rights Deal,"Petrobras Set to Gain $20 Billion as Oil Prices Plunge, Says Report",Analysis of Potential $20 Billion Compensation to Petrobras Under Transfer of Rights Agreement,Petrobras could receive $20 billion compensation due to fall in oil prices since 2010 purchase of drilling rights.
20161104,Crude prices edge down to fresh 5-week lows,"U.S. oil prices, crude futures, production freeze deal, OPEC agreement, crude oil inventories",U.S. Oil Prices Plunge as Crude Inventories Soar and OPEC Deal Doubts Grow,Oil Prices Dip Amid Record U.S. Supply and OPEC Uncertainty,Analysis of Declining U.S. Oil Prices Due to Elevated Crude Inventories and OPEC Negotiation Doubts,U.S. oil prices hit five-week lows due to high supply and doubts over an OPEC production freeze deal
20161104,Exclusive: Saudis could raise oil output again as sparring with Iran returns - sources,"Saudi Arabia, Iran, OPEC, oil production, tensions",Saudi Arabia and Iran Clash Over Oil Production Limits at OPEC Meeting,OPEC Heavyweights Clash Again Over Oil Output Limits,Disputes Amongst Key OPEC Members Over Production Limits: A Detailed Analysis,Saudi Arabia and Iran clash over oil output limits during OPEC meeting
20161104,Gold prices move lower but losses seen limited,"gold, futures, U.S. jobs report, presidential election, investors",Gold Futures in Focus as U.S. Jobs Report and Election Loom,Gold Prices Slump Ahead of Key U.S. Jobs Data and Election Uncertainty,Market Anticipation Surrounds U.S. Nonfarm Payrolls and Upcoming Presidential Election in Relation to Gold Price Movements,Gold prices dip ahead of U.S. jobs report and election jitters
20161104,Oil mixed to lower as supply glut persists,"Oil, supply glut, U.S. crude, OPEC, stronger dollar",Oil Struggles Amid Supply Glut Concerns and Stronger Dollar Pressure,"Oil Prices Slip as Supply Glut, Stronger Dollar Weigh on Market",Ongoing Supply Concerns and Dollar Strength Influence Oil Market Movements,Oil mixed near five-week lows as OPEC skepticism and supply glut concerns weigh
20161104,Oil set for sixth straight day of declines,"oil prices, U.S. crude inventories, OPEC, demand growth, election risk","Oil Prices Decline Amid Surging U.S. Inventories, OPEC Doubts, and Election Risk",Oil Prices Hit Six-Day Slump as U.S. Crude Inventories Surge,U.S. Crude Inventories Increase Leading to Declines in Oil Prices and Market Uncertainty Ahead of Election,"Oil prices fall for the sixth consecutive day due to a build in U.S. crude inventories, weak demand, and pre-election market jitters"
20161106,Algeria says confident OPEC members will stick to Algiers output deal,"OPEC, Algiers agreement, oil production, Vienna, Nouredine Bouterfa","OPEC Confident in Algiers Agreement on Oil Production Cut, Says Algeria's Energy Minister",Algeria Confident OPEC Will Stick to Oil Production Cut Agreement,OPEC's Commitment to Algiers Oil Output Agreement Reaffirmed by Algerian Energy Minister,Algeria's energy minister affirms confidence in OPEC's commitment to Algiers agreement on production cuts
20161106,"Brent, NYMEX gain in Asia as OPEC, U.S. politics eyed for support cues","Oil Prices, U.S. Politics, OPEC, Supply-and-Demand, Production Cut","Oil Prices Hold Gains as U.S. Politics, OPEC Deal Uncertainties Loom",Oil Prices Hold Steady Amid Upcoming U.S. Election and OPEC Meetings,Analyzing the Impact of U.S. Political Climate and OPEC Strategies on Oil Prices,Oil prices maintain gains in Asia as focus shifts to U.S. election and OPEC decisions
20161106,Crude Oil Futures - Weekly Outlook: November 7 - 11,"Oil futures, losses, OPEC, production, prices",Oil Futures Plunge to Multi-Month Lows as OPEC Production Deal Doubts Grow,Oil Futures Hit Multi-Month Lows Amid OPEC Deal Skepticism,Oil Futures Register Largest Weekly Losses YTD Due to Uncertainty Over OPEC Production Deal,Oil futures hit multi-month lows and biggest weekly loss in a year on skepticism over OPEC production cut agreement
20161106,Egypt's oil minister makes rare trip to Iran for oil talks after Saudi suspension,"Egypt, Iran, oil, Saudi Arabia, energy",Egypt Seeks Oil Deal with Iran Amid Saudi Tensions,Egypt’s Energy Minister Courts Iran for Oil Amid Saudi Rift,Egyptian Petroleum Minister Travels to Iran to Negotiate New Oil Supplies,Egyptian Petroleum Minister Tarek El Molla seeks new oil deals in Iran after Saudi Arabia halts deliveries.
20161106,Gold / Silver / Copper futures - weekly outlook: November 7 - 11,"Gold, U.S. presidential election, jobs report, Federal Reserve, dollar",Gold Rises as Election Uncertainty Offsets Strong Jobs Data and Potential Fed Rate Hike,Gold Prices Surge Amid Election Jitters and Positive Jobs Data,Impact of U.S. Election Uncertainty on Gold Prices and Federal Reserve Rate Hike Probability,Gold prices rose due to election uncertainty despite a strong jobs report indicating a potential Fed rate hike.
20161106,"Gold prices fall in Asia on U.S. politics, rate hike expectations","gold, U.S. presidential election, rate hike, financial markets, dollar",Gold Prices Decline as Rate Hike Looms Following U.S. Presidential Election Clarity,U.S. Presidential Election and Rate Hike Prospects Impact Gold Prices,Analysis of Post-Election Financial Market Trends and Their Implications for Commodity Prices,Gold prices drop with clearer U.S. election outcome and rising December rate hike chances
20161106,"NYMEX crude gains in Asia as attention turns to U.S. politics, OPEC eyed","Oil prices, U.S. politics, OPEC agreement, production cut, presidential election",Oil Prices Rebound as U.S. Election and OPEC Production Cuts Drive Market,Oil Prices Rebound in Asia Amid U.S. Election and OPEC Uncertainty,Fluctuations in Oil Prices Tied to U.S. Political Developments and OPEC Actions,Oil prices rebound in Asia driven by U.S. election focus and OPEC production cut discussions
20161107,"Brent, NYMEX down in Asia as China trade data shows weakness","oil prices, China trade data, OPEC agreement, Hillary Clinton, production cut",Disappointing China Trade Data Pushes Oil Prices Down,Oil Prices Decline as China Trade Data Falls Short ,Impact of China’s October Trade Data on Crude Oil Prices,Crude oil prices decline amid disappointing Chinese trade data and uncertainty over OPEC production cuts
20161107,Gold futures slide 1% after FBI clears Clinton,"Gold, Clinton, FBI, election, market","Gold Prices Plummet as FBI Clears Clinton, Markets Gain",Gold Dips Sharply Amid Easing Election Fears,Impact of FBI Announcement on Precious Metals Prices and Market Dynamics,"Gold falls as FBI clears Clinton in email case, boosting market confidence"
20161107,"Gold posts modest gains in early Asia as China trade, U.S. polls eyed","Gold, Federal Reserve, U.S. election, China trade, safe-haven","Gold Prices Edge Up as Investors Await U.S. Election, China Trade Data, and Federal Reserve Decision",Gold Prices See Modest Gains Amid Cautious Trading Ahead of Key Economic Data,Gold Prices Show Modest Increase in Response to Upcoming U.S. Election and Federal Reserve Rate Expectations,Gold prices gain alongside silver and copper as investors await China trade data and U.S. election outcomes
20161107,Gold prices hold gains in Asia after China trade data disappoints,"gold, trade data, Federal Reserve, U.S. presidential election, copper prices",Gold Prices Hold Steady Amid Weak China Trade Data and Federal Reserve Rate Hike Expectations,U.S. Election Uncertainties and Fed Rate Hike Prospects Keep Gold Prices Stable,Evaluation of Gold Market Stability Amid U.S. Presidential Election and Prospective Federal Reserve Rate Increase,Gold Prices Hold Gains on Weaker China Trade Data and Anticipated Federal Reserve Rate Hike
20161107,Gold tumbles more than 1% after FBI says no charges for Clinton,"Gold, Hillary Clinton, FBI, U.S. election, Federal Reserve","Gold Plummets as FBI Clears Clinton Ahead of Election, Investors Eye Fed Rate Hike",Gold Prices Tumble as FBI Clears Clinton in Email Probe,The Impact of FBI's Decision on Clinton's Email Investigation on Gold Markets and Fed Rate Expectations,"Gold prices fall as FBI clears Clinton ahead of U.S. election, boosting risk appetite"
20161107,NYMEX crude slightly weaker in Asia ahead of China trade data,"China, trade, crude oil, OPEC, production cut",China Trade Concerns Weigh on Crude Oil Prices as OPEC Cooperation Remains Uncertain,Crude Oil Prices Dip Amid Market Jitters Over China Trade and OPEC Production Cut,Analysis of Global Crude Oil Prices Amid China Trade Data and OPEC Production Cut Speculations,Crude oil prices dip in Asia due to China trade concerns and uncertain OPEC production cut deals.
20161107,Oil futures rise but remain within sight of multi-month lows,"Oil prices, risk appetite, Clinton, U.S. election, OPEC","Clinton Boosts Risk Appetite, Lifts Oil Prices Amid Election Uncertainty",Oil Prices Rebound as Risk Appetite Improves Before U.S. Election,Risk Appetite and Oil Prices Increase Amid Potential External Factors' Influence on Markets,News of no new charges against Clinton lifts oil prices just before U.S. election
20161107,Oil prices bounce as OPEC promises a cut is on the cards,"OPEC, oil prices, output, production, Saudi Arabia",OPEC Commitment Fails to Ease Doubts as Oil Prices Rise Amidst Production Concerns,Oil Prices Edge Higher Amid Persistent Doubts Over OPEC Output Cut Feasibility,OPEC's Commitment to Algiers Accord Faces Skepticism Amidst Oil Price Fluctuations,"Oil prices rise over 1%, OPEC's commitment to output cut still doubted"
20161107,Oil rebounds 1% as OPEC reaffirms planned output cut,"OPEC, oil output cut, crude prices, Hillary Clinton, supply glut","Oil prices rebound as OPEC commits to output cut, Clinton cleared of email charges",Oil prices rally over 1% on OPEC's output cut commitment,OPEC's Commitment to Reducing Oil Output Spurs Market Confidence,Oil rebounds as OPEC affirms output cut; Clinton cleared of email wrongdoing
20161107,Oil rebounds as sentiment improves after FBI clears Clinton,"oil prices, Hillary Clinton, U.S. election, market sentiment, OPEC",Hillary Clinton's Election Boosts Oil Prices Amid Market Optimism,Oil Prices Surge as Market Gains Confidence in U.S. Election Outcome,Oil Prices Rebound in European Markets Amidst U.S. Election Developments,Oil prices rise as Hillary Clinton's election prospects improve market sentiment
20161107,"OPEC can spook markets, 'Don't fight the Fed' equivalent – M. Stanley","OPEC, oil prices, Morgan Stanley, bearish positions, market intervention",Morgan Stanley Warns Against Bearish Oil Bets as OPEC Poised to Influence Prices,Morgan Stanley Cautions Investors on Betting Against Oil Amid OPEC Influence,OPEC's Ability to Influence Oil Prices: A Study in Market Psychology,Morgan Stanley advises caution against bearish oil positions ahead of the OPEC meeting
20161107,U.S. natural gas rebounds after sharp falls last week,"natural gas, futures, cold weather, demand, U.S. Energy Information Administration",Natural Gas Futures Spike as Cold Weather Forecast Sparks Demand Surge,Gas Prices Rebound as December Futures Rise Amid Cold Weather Predictions,U.S. Natural Gas Futures Rise Amid Projections of Cold Weather Impact on Demand,"U.S. natural gas futures climb as cold weather forecast boosts demand, following last week's sharp decline in prices"
20161108,"API estimates show 4.4 million barrel crude build, products fall","inventory build, American Petroleum Institute, gasoline inventories, distillate inventories, expected build",Crude Inventory Surges Unexpectedly: API Reports Highest Weekly Build,Crude Inventory Surge as API Reports Higher-than-Expected Build,API Estimates Significant Crude Inventory Build and Continuing Gasoline and Distillate Draws,API reports a 4.4 million barrel crude inventory build; gasoline and distillates fall
20161108,Crude prices down in Asia as API reports larger than expected build,"Oil Prices, U.S. Election, Inventory Build, OPEC, Market Jitters",U.S. Oil Prices Drop Amid Election Jitters and Inventory Surge,Crude Oil Slumps in Asia as Investors Brace for U.S. Election Results,Analysis of Crude Oil Price Fluctuations in Relation to U.S. Election Outcomes and Inventory Data,Crude oil falls as U.S. election results loom and inventories swell
20161108,Gold futures inch higher as U.S. election kicks off,"Gold prices, election, Clinton, FBI, China",Gold Markets Edge Higher as US Presidential Election Looms,Gold Prices Rise Amid Anticipation of US Presidential Election Outcome,The Impact of US Presidential Elections on Gold Prices: A Market Analysis,Gold prices rise slightly as markets anticipate US election results and hope for Clinton victory
20161108,Gold has biggest rally since Brexit as Trump wins Ohio,"Gold, Trump, markets, investors, uncertainty",Gold Surges as Trump Leads Clinton in Tight Presidential Race,"Trump Leads, Markets React, and Gold Spikes Amid Uncertainty",Market Turbulence and Gold Prices Surge Amid Presidential Election Uncertainty,"Gold soars nearly 4% as Trump leads Clinton, sparking market turbulence"
20161108,"Gold holds gains in Asia on U.S. poll views, China prices noted","Gold, Election, Battleground States, Clinton, Trump",Gold Rises as Key Battleground States Too Close to Call in U.S. Election,Gold Gains as Early Election Results Trickles In,Impact of U.S. Presidential Election on Commodity Prices: An Analysis,Gold rises 0.20% as U.S. election battleground states remain too close to call
20161108,"Gold prices lower in Asia as U.S. poll results, China prices, awaited","gold prices, U.S. election, Hillary Clinton, Donald Trump, China data",Gold Prices Fall Amid U.S. Election Results and China Data,Gold Prices Slip as U.S. Election Results Loom,Impact of U.S. Election on Commodities: A Focus on Gold and Silver Prices,Gold prices drop as markets await U.S. election results and China data
20161108,Gold prices soar in Asia on tight finish to U.S. presidential race,"Gold, U.S. Presidential Election, Battleground States, Clinton, Trump",Gold Soars Amid Tight U.S. Presidential Election Results in Battleground States,Gold Prices Surge as U.S. Presidential Race Narrows,Gold Prices Increase Amid U.S. Presidential Election Outcomes,"Gold prices rise 2.58% amid tight U.S. presidential election results; silver up 1.10%, copper down 1.43%"
20161108,"Gold rebounds in Asia as U.S. exit polls trickle in, key states awaited","U.S. Election, Gold Rebounds, Exit Polls, Battleground States, Clinton vs Trump",Gold Rebounds as U.S. Election Exit Polls Show Tight Battleground States,Gold Rises Amid Tight U.S. Election; Exit Polls Show Close Contest,Gold Market Reaction to U.S. Election: Analyzing Early Exit Polls and Economic Implications,Gold rebounds in Asia as U.S. election results remain uncertain with close battleground states
20161108,Gold steady in narrow range as U.S. voters head to the polls,"Gold, U.S. Presidential Election, Hillary Clinton, Donald Trump, financial markets","Gold steady as U.S. Presidential Election approaches, financial markets on edge",Investors await U.S. election results as gold prices hold steady,Impact of U.S. Presidential Election on Gold Prices and Financial Markets,"Gold prices steady as investors await U.S. election results, silver rises"
20161108,"NYMEX crude up in Asia ahead of U.S. poll results, API figures ahead","Oil prices, U.S. election, stockpiles, OPEC, production cut",Oil Prices Gain as U.S. Election Results and Stockpile Data Loom,Oil Prices Rise Amid U.S. Election Anticipation and Stockpile Forecasts,Impact of U.S. Presidential Election on Crude Oil Prices and Stockpile Estimates,Crude oil prices rise in Asia as markets await U.S. election results and industry reports
20161108,"NYMEX, Brent crude prices mixed as investors eye U.S. presidential vote","crude oil prices, U.S. presidential election, industry inventory estimates, OPEC, production cut",Oil Prices Fluctuate Amid U.S. Presidential Election and OPEC Production Cut Prospects,U.S. Crude Oil Prices Waver as Markets Await Election Results,Crude Oil Prices Experience Minor Fluctuations as Election and OPEC Developments Loom,Oil prices fluctuate with U.S. election results pending and OPEC production cut discussions looming
20161108,Oil futures turn lower amid Election Day jitters,"Oil prices, U.S. presidential election, crude oil, OPEC production cut, market jitters",Oil Prices Dip Amid Market Jitters Ahead of U.S. Presidential Election,Market Jitters Push Oil Prices Lower Ahead of U.S. Presidential Election,Oil Prices Decline in Anticipation of U.S. Presidential Election Outcome,"Oil prices fall as markets anticipate U.S. election results, monitor OPEC production cut prospects"
20161108,"Oil mixed ahead of U.S. election, Chinese imports weigh","Oil market, U.S. election, Chinese imports, OPEC meeting, Hillary Clinton","Oil Prices Mixed as U.S. Election Nears, Clinton Leads Polls",Oil Prices Mixed Ahead of U.S. Election,Crude Oil Prices Fluctuate Amid U.S. Election Uncertainty and Decline in Chinese Imports,"Oil market mixed as U.S. election approaches, Chinese imports fall, and OPEC discussions continue"
20161108,Oil pushes higher ahead of U.S. elections,"Oil prices, Hillary Clinton, U.S. presidential election, OPEC, Production cut",Oil prices rise as market bets on Clinton win,Oil prices rally during European hours on U.S. election anticipation,Oil Prices Fluctuate Amid U.S. Presidential Election and OPEC Production Speculations,Oil prices surge as markets anticipate Clinton victory and weigh OPEC production cuts
20161108,Oil retreats with rattled stocks as voting starts in U.S. polls,"oil, U.S. election, stocks, OPEC, uncertainty",Oil Prices Slip as U.S. Election Kicks Off Amid Investor Uncertainty,Investor Uncertainty Weighs on Oil Prices Amid U.S. Election and Market Retreat,Impact of U.S. Presidential Election on Oil Prices and Market Dynamics ,"Oil prices slip as U.S. election begins amid investor uncertainty, stock retreat, and OPEC concerns"
20161108,Total signs first post-sanctions Western energy deal with Iran,"Total, Iran, gas field, sanctions, development",Total Signs Historic Deal with Iran to Develop World's Largest Gas Field,Total Inks Groundbreaking Agreement with Iran Amid Sanctions Lift,France's Total Signs Major Development Deal for Iran's South Pars Gas Field,"Total signs deal with Iran to develop South Pars gas field, the first major Western investment since sanctions were lifted"
20161108,U.S. natural gas tumbles 5% amid lack of cold weather,"natural gas, mild winter, supply glut, prices, demand",Mild Winter Forecast Sends U.S. Natural Gas Prices Plunging Amid Supply Glut,Natural gas prices tumble as mild winter forecasts fuel supply glut concerns,Impact of Mild Winter Forecast on U.S. Natural Gas Prices Reflects in Futures Market,U.S. natural gas futures drop 4.69% due to mild winter forecast and oversupply risks
20161109,"Big Oil revels in Trump victory, expects less red tape","energy industry, Donald Trump, oil and gas, environmental regulations, shale oil",Trump Victory Sparks Optimism in Energy Industry as Regulatory Rollbacks Loom,"Energy Sector Rejoices Over Trump's Win, Anticipates Boost in Oil and Gas Output",Implications of Trump's Election Victory for U.S. Energy Policy and Market Dynamics,"U.S. energy sector celebrates Trump victory, anticipates regulatory rollbacks and increased production"
20161109,"Brent, NYMEX down in Asia on U.S. stockpiles build, Trump policies eyed","Trump, energy policy, crude prices, inventories, OPEC",Trump Energy Policy Raises Uncertainty as Crude Prices Dip Amid High U.S. Inventories,Crude Prices Drop Amid High U.S. Inventories and Uncertainty Over Trump's Energy Policy,Analysis of Decline in Crude Prices: High U.S. Inventories and Trump's Energy Policy Implications,Crude prices fall in Asia; U.S. inventories rise while Trump’s energy stance awaits clarity
20161109,EU proposes reformed trade defense against Chinese dumping,"anti-dumping measures, European Commission, market economy status, Chinese manufacturers, WTO",EU proposes new anti-dumping measures to tackle Chinese pricing,China-Europe trade tensions rise over new anti-dumping rules,EU Recommends Revisions to Anti-dumping Policies in Response to Chinese Market Dynamics,EU proposes new anti-dumping measures amid China market economy status debate
20161109,Gold futures soar as Trump wins U.S. presidency,"Gold prices, Trump victory, financial markets, U.S. presidential election, stock markets",Gold Prices Surge Nearly 5% as Trump Victory Shocks Financial Markets,Trump's Unexpected Win Sends Shockwaves Through Financial Markets,Impact of Donald Trump's Presidential Election Victory on Financial Markets,"Gold prices spike nearly 5% after Trump wins U.S. presidential election, causing global market turmoil"
20161109,Gold prices higher in Asia on Fed views in wake of Trump victory,"gold prices, U.S. presidential election, rate hike, Donald Trump, Comex",Gold Prices Rise as Markets Eye Trump Presidency and Rate Hike Prospects,Gold Prices Climb Amid Trump Win and Uncertainty Over Rate Hike,Impact of U.S. Presidential Election on Gold Prices and Fed Rate Hike Prospects,Gold prices rose as markets assessed Trump Presidency's impact on a possible December rate hike.
20161109,NYMEX crude falls slightly in Asia as U.S. inventories weigh,"Crude prices, U.S. inventories, OPEC production cut, Trump election, oil supplies",Crude Prices Slip as U.S. Inventories Surge Amid OPEC Uncertainty,Crude Prices Dip Following Unexpected U.S. Inventory Increase,Impact of U.S. Inventory Levels on Crude Oil Prices Amid Stochastic OPEC Negotiations,"Crude prices decline as U.S. inventories rise, and OPEC uncertainties continue"
20161109,Oil edges lower as crude stocks rise by 2.4M barrels,"crude oil, inventories, prices, U.S. Energy Information Administration, production cut","Crude Oil Prices Dip as U.S. Inventories Rise, Production Cut Uncertainty Looms","Inventories Rise, Oil Prices Dip Amid Market Uncertainty",Impact of Rising U.S. Crude Inventories and Production Cut Uncertainty on Oil Prices,"Crude oil prices dipped during North American hours on Wednesday as U.S. inventories rose for the second consecutive week, despite potential production cuts from major global producers."
20161109,Oil recovers from earlier losses as market turmoil eases,"Oil prices, Trump, OPEC, production cut, crude inventories",Trump Victory Speech Boosts Oil Prices as Market Rebounds,Oil Prices Rebound Amid Trump Speech and OPEC Production Cut Talks,Impact of U.S. Presidential Election and OPEC Negotiations on Global Oil Prices,Oil prices up as markets recover following Trump win and await OPEC decisions
20161109,Oil recovers from sharp losses after shock Trump presidential win,"Oil, Trump, U.S. crude, OPEC, weaker dollar",Oil Prices Rebound Amid Trump Victory and Weaker Dollar Impact,Oil Rebounds from Sharp Losses After Trump's Presidential Win,Market Analysis of Oil Prices Post-Trump Election Victory and Dollar Fluctuations,Oil rebounds from intraday lows after Trump's win and dollar dip
20161109,"Oil reverses losses after Trump win, trades above $46","Oil, Trump, Brexit, Iran, Prices",Oil Prices Rebound as Trump Victory Mirrors Brexit Reaction,Surprise Trump Victory Sparks Oil Market Rebound,Implications of Trump's Presidential Victory on Global Oil Markets,"Oil prices recover as markets react to Trump's win, mirroring Brexit."
20161109,OPEC's job has just become tougher with Trump win,"OPEC, Trump, oil prices, global economy, Iran",OPEC Faces Challenges as Trump Presidency Threatens Oil Prices and Global Economy,Trump Win Puts OPEC in a Tight Spot with Depressed Oil Prices,Impact of Donald Trump's Presidency on OPEC Strategies and Global Oil Market,OPEC struggles with oil prices as Trump win threatens global economy and raises U.S. output
20161109,Total says Trump's election will not have an impact on Iran gas deal,"Trump, Total, Iran, investments, sanctions",Trump Election Won't Impact Total's Iran Investments Despite Sanctions,Total Vows to Continue Iran Investments Despite Trump's Election,Total's Commitment to Iran Investments Unaffected by U.S. Election Results,"Trump's election will not alter Total's investments in Iran, says the oil company's head of gas, renewables, and power."
