Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2019-01-08,2019-01-14,us china extended trade negotiations beijing third day showing progress commodity purchases market access remaining divided structural reforms enforcement sides face economic pressure tariffs china made goodwill gestures approving genetically modified crop imports increasing us soybean purchases,positive,0.99,0.01,0.0
2019-01-08,2019-01-14,gold prices dipped amid positive uschina trade developments stronger dollar palladium reached record highs fourth consecutive session continued fund buying,negative,0.01,0.99,0.0
2019-01-09,2019-01-14,us crude oil exports asia expected increase second quarter due lower freight rates price cuts making american oil competitive middle eastern supplies demand asian buyers rising though uncertainty remains chinese imports amid ongoing trade talks,negative,0.01,0.99,0.0
2019-01-10,2019-01-14,irans crude oil exports dropped 1 million barrels per day third consecutive month due us sanctions waivers traditional buyers failing significantly boost shipments tracking exports become difficult tankers turn tracking systems iran claims selling undisclosed new buyers,positive,1.0,0.0,0.0
2019-01-11,2019-01-14,uncertainty postbrexit trade brought uk malting barley sales eu brewers standstill causing british farmers lose business european suppliers despite high prices traders cite risk potential import duties lack clarity future trading terms key reasons halt,negative,0.03,0.97,0.0
2019-01-12,2019-01-14,uae energy minister emphasized opec adversary us expects recent oil output cuts help balance market 2019 immediate need meetings among producers,positive,1.0,0.0,0.0
2019-01-13,2019-01-14,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-14,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-14,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-09,2019-01-15,us crude oil exports asia expected increase second quarter due lower freight rates price cuts making american oil competitive middle eastern supplies demand asian buyers rising though uncertainty remains chinese imports amid ongoing trade talks,negative,0.01,0.99,0.0
2019-01-10,2019-01-15,irans crude oil exports dropped 1 million barrels per day third consecutive month due us sanctions waivers traditional buyers failing significantly boost shipments tracking exports become difficult tankers turn tracking systems iran claims selling undisclosed new buyers,positive,1.0,0.0,0.0
2019-01-11,2019-01-15,uncertainty postbrexit trade brought uk malting barley sales eu brewers standstill causing british farmers lose business european suppliers despite high prices traders cite risk potential import duties lack clarity future trading terms key reasons halt,negative,0.03,0.97,0.0
2019-01-12,2019-01-15,uae energy minister emphasized opec adversary us expects recent oil output cuts help balance market 2019 immediate need meetings among producers,positive,1.0,0.0,0.0
2019-01-13,2019-01-15,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-15,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-15,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-15,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-10,2019-01-16,irans crude oil exports dropped 1 million barrels per day third consecutive month due us sanctions waivers traditional buyers failing significantly boost shipments tracking exports become difficult tankers turn tracking systems iran claims selling undisclosed new buyers,positive,1.0,0.0,0.0
2019-01-11,2019-01-16,uncertainty postbrexit trade brought uk malting barley sales eu brewers standstill causing british farmers lose business european suppliers despite high prices traders cite risk potential import duties lack clarity future trading terms key reasons halt,negative,0.03,0.97,0.0
2019-01-12,2019-01-16,uae energy minister emphasized opec adversary us expects recent oil output cuts help balance market 2019 immediate need meetings among producers,positive,1.0,0.0,0.0
2019-01-13,2019-01-16,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-16,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-16,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-16,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-16,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-11,2019-01-17,uncertainty postbrexit trade brought uk malting barley sales eu brewers standstill causing british farmers lose business european suppliers despite high prices traders cite risk potential import duties lack clarity future trading terms key reasons halt,negative,0.03,0.97,0.0
2019-01-12,2019-01-17,uae energy minister emphasized opec adversary us expects recent oil output cuts help balance market 2019 immediate need meetings among producers,positive,1.0,0.0,0.0
2019-01-13,2019-01-17,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-17,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-17,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-17,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-17,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-17,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-12,2019-01-18,uae energy minister emphasized opec adversary us expects recent oil output cuts help balance market 2019 immediate need meetings among producers,positive,1.0,0.0,0.0
2019-01-13,2019-01-18,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-18,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-18,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-18,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-18,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-18,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-18,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-13,2019-01-19,oil prices surged largest weekly gain since june driven output declines major producers falling us inventories optimism uschina trade talks traders await key supply demand reports opec iea us agencies coming week,negative,0.14,0.86,0.0
2019-01-13,2019-01-19,chinas manufacturing sector rebounded june purchasing managers index rising highest level months signaling renewed economic momentum,positive,0.98,0.02,0.0
2019-01-14,2019-01-19,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-19,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-19,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-19,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-19,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-19,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-19,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-14,2019-01-20,gold prices remained near $ 1300 investors sought safety following sharp drop chinas exports looming brexit uncertainty palladium continued trade close record highs amid supply concerns wall street stocks crude oil fell worries global growth ongoing us government shutdown,negative,0.01,0.99,0.0
2019-01-15,2019-01-20,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-20,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-20,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-20,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-20,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-20,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-20,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-15,2019-01-21,alaska regulators review bpoperated prudhoe bay wells following recent minor oil gas leak previously shut well hearing set assess mechanical integrity past incidents linked well design permafrost thaw bp cooperating investigation working determine cause latest failure,positive,0.99,0.01,0.0
2019-01-16,2019-01-21,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-21,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-21,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-21,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-21,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-21,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-21,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-16,2019-01-22,gold prices rose slightly nearing sevenmonth high investors sought safety amid political turmoil uk brexit ongoing us government shutdown metals saw mixed trading silver platinum palladium copper posting gains,positive,0.99,0.01,0.0
2019-01-17,2019-01-22,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-22,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-22,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-22,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-22,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-22,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-22,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-17,2019-01-23,oil prices fell despite opecs accelerated production cuts rising us output weak refining margins offset supply reductions kept market rangebound analysts cite conflicting supply demand signals along economic concerns key factors behind volatility,negative,0.01,0.99,0.0
2019-01-18,2019-01-23,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-23,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-23,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-23,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-23,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-23,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-23,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-18,2019-01-24,palladium prices fell reaching record highs analysts warn rally may overextended correction likely supply concerns ease gold silver also declined copper rose,negative,0.01,0.99,0.0
2019-01-19,2019-01-24,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-24,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-24,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-24,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-24,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-24,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-24,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-19,2019-01-25,"kuwaits oil minister khaled alfadhel urged reassessment oil sectors 2040 investment plan calling proposed $ 495 billion spending "" optimistic "" supporting sector expansion",negative,0.03,0.97,0.0
2019-01-19,2019-01-25,vegetable oil prices including palm oil forecast rise $ 50$ 100 per tonne june due falling stocks increased biodiesel use indonesia according industry analysts recent high inventories expected ease supporting higher prices coming months,positive,0.97,0.03,0.0
2019-01-20,2019-01-25,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-25,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-25,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-25,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-25,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-25,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-20,2019-01-26,gold prices declined first week since middecember optimism uschina trade talks boosted equities dollar investors also monitored us government shutdown upcoming economic reports key data releases central bank decisions expected influence markets coming week,negative,0.01,0.99,0.0
2019-01-21,2019-01-26,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-26,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-26,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-26,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-26,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-26,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-21,2019-01-27,gold prices fell lowest level year chinas economic growth slowed near threedecade low investors awaited updates brexit metals also declined,negative,0.01,0.99,0.0
2019-01-22,2019-01-27,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-27,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-27,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-27,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-27,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-01-27,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-22,2019-01-28,saudi aramco plans invest billions us natural gas assets expand global presence also considering major stake sabic preparing bond issuance support growth strategy company aims boost gas production diversify energy chemicals portfolio next decade,negative,0.0,1.0,0.0
2019-01-23,2019-01-28,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-28,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-28,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-28,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-01-28,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-28,2019-01-28,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-23,2019-01-29,russia increased oil production 1139 million barrels per day early january slightly previous period close levels agreed global supply cut deal,negative,0.0,1.0,0.0
2019-01-24,2019-01-29,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-29,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-29,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-01-29,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-28,2019-01-29,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-01-29,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-24,2019-01-30,us projected become net exporter petroleum energy next year far earlier previously estimated higher nearterm prices increased shale output push crude production record levels,negative,0.0,1.0,0.0
2019-01-25,2019-01-30,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-30,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-01-30,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-28,2019-01-30,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-01-30,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-01-30,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-25,2019-01-31,global crude steel output increased 46 % 18086 million tonnes 2018 china leading growth eu saw slight decline production,negative,0.0,1.0,0.0
2019-01-26,2019-01-31,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-01-31,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-28,2019-01-31,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-01-31,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-01-31,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-01-31,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-01-26,2019-02-01,vale iron ore mine dam burst brumadinho brazil leaving around 300 missing raising concerns companys financial future industry safety president bolsonaros regulatory stance legal financial repercussions mount following similar 2015 disaster,positive,0.98,0.01,0.0
2019-01-27,2019-02-01,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
2019-01-28,2019-02-01,chevron agreed purchase 112000 bpd refinery pasadena texas petrobras aiming boost gulf coast refining capacity amid rising shale output according sources familiar deal acquisition part petrobras efforts reduce debt asset sales following corruption scandals,negative,0.01,0.99,0.0
2019-01-29,2019-02-01,total partners including cnooc discovered estimated 250 million barrels oil equivalent gas glengorm prospect north sea marking uks largest gas find since 2008 highlighting continued exploration potential region,negative,0.0,1.0,0.0
2019-01-30,2019-02-01,iranian crude oil imports asias top four buyers fell threeyear low 2018 due us sanctions china india increased purchases december receiving waivers washington,negative,0.01,0.99,0.0
2019-01-31,2019-02-01,canadian budget watchdog warned delays expanding trans mountain oil pipeline purchased government c$ 44 billion could reduce resale value political environmental challenges continue affect project expansion aims boost oil exports faces opposition legal hurdles new review due next month,negative,0.0,1.0,0.0
2019-02-01,2019-02-01,gold prices fell fiveday rally optimism uschina trade talks strong us jobs report boosted stocks reduced demand metal palladium continued outperform gold precious metals,negative,0.01,0.99,0.0
2019-01-27,2019-02-02,gold prices surged sevenmonth high us dollar weakened traders closely watching upcoming federal reserve meeting us economic data releases ongoing uschina trade negotiations market direction fed expected keep rates unchanged investors seek clarity future monetary policy amid dovish outlook,positive,0.95,0.04,0.01
