Date,Generated Headline,Classification,Positive,Negative,Neutral
20181227,oil prices rebound sharp drop economic supply concerns persist,positive,0.76,0.24,0.0
20181227,russian energy minister blames us trade policies sanctions global oil price volatility,negative,0.03,0.96,0.0
20181227,bank japan board grows cautious falling oil prices threaten inflation target,negative,0.02,0.98,0.0
20181227,venezuelan cocoa traders fear government takeover amid seizures export delays,positive,1.0,0.0,0.0
20181228,asian imports iranian oil fall fiveyear low amid us sanctions,negative,0.0,0.99,0.0
20181228,gold holds near sixmonth highs investors await equity market declines,negative,0.08,0.92,0.0
20181228,gold prices rise amid economic growth concerns renewed uschina tensions,positive,0.99,0.01,0.0
20181228,norways palm oil biofuel ban threatens malaysiaefta trade talks,negative,0.37,0.63,0.01
20181228,modi weighs $ 43 billion relief package farmers amid election pressure,positive,0.88,0.11,0.0
20181228,oil prices rebound hitting 18month lows amid global economic concerns,positive,0.99,0.01,0.0
20181228,oil prices stabilize near $ 45 yearend trading remains volatile,neutral,0.12,0.33,0.55
20181228,trade war inflicts billions losses us china hitting agriculture hardest,positive,0.63,0.37,0.0
20181228,us crude inventories fall less expected oil prices hit 18month lows,negative,0.09,0.91,0.0
20181228,trump administration moves weaken mercury emissions rule coal plants citing high costs,negative,0.13,0.87,0.0
20181229,asiapacific trade pact takes effect slashing tariffs 11 nations,negative,0.02,0.98,0.0
20181229,russia weighs doubling tomato import quota turkey 100000 tonnes,positive,0.69,0.31,0.0
20181230,gold prices dip trump signals progress uschina trade talks,negative,0.01,0.99,0.0
20181230,oil prices rebound hitting 18month low amid north american rig decline,positive,0.99,0.01,0.0
20181230,trump xi report progress uschina trade talks us government shutdown continues,negative,0.06,0.94,0.0
20181231,india exempts withholding tax rupee payments iranian oil imports,negative,0.06,0.93,0.01
20181231,gold ends 2018 $ 1300 eyes gains 2019 amid market uncertainty,negative,0.14,0.86,0.0
20181231,oil prices suffer first annual decline since 2015 amid supply glut market uncertainty,negative,0.01,0.99,0.0
20181231,oil prices expected stay $ 70 2019 amid surplus slowing demand,neutral,0.01,0.38,0.61
20181231,oil prices end tumultuous year lower amid volatility uncertain 2019 outlook,negative,0.01,0.99,0.0
20181231,us mint gold silver coin sales hit 11year low 2018 investors seek higher yields,negative,0.31,0.69,0.0
20190102,indian state fuel retailers restore margins global oil prices fall,negative,0.01,0.99,0.0
20190102,gold prices climb fifth day amid market turmoil political uncertainty,positive,0.99,0.01,0.0
20190102,gold nears 7month high weak global factory data spurs safehaven demand,negative,0.17,0.83,0.0
20190102,gold extends rally sixmonth high investors seek safe havens amid market turmoil,positive,0.94,0.06,0.0
20190102,oil market faces uncertainty volatility 2019 amid shifting opec dynamics shale growth,negative,0.19,0.8,0.0
20190102,oil prices dip record output economic slowdown weigh market,negative,0.01,0.99,0.0
20190102,oil prices fall china slowdown record us output raise demand concerns,negative,0.03,0.97,0.0
20190102,oil prices slide us output hits record china data disappoints,negative,0.1,0.9,0.0
20190102,oil prices rebound nearly 3 % saudi arabia cuts shipments us china,positive,0.85,0.15,0.0
20190102,saudi arabia expected cut february crude prices asia amid weaker margins,negative,0.01,0.99,0.0
20190103,us china set first facetoface trade talks since truce agreement,positive,0.79,0.2,0.0
20190103,qingdao district ends home purchase lottery property market stabilizes,negative,0.21,0.79,0.01
20190103,gold nears $ 1300 weak stock markets apple warning drive investors safe havens,negative,0.02,0.98,0.0
20190103,gold surges past $ 1300 investors seek safe amid global economic uncertainty,positive,0.99,0.01,0.0
20190103,gold prices rise sixmonth high global economic concerns boost safehaven demand,positive,0.99,0.01,0.0
20190103,uk farmers face rising costs export challenges brexit proceeds without deal,negative,0.2,0.8,0.0
20190103,oil prices rise amid opec cuts stock market volatility,positive,0.99,0.01,0.0
20190103,oil prices slide china slowdown market volatility weigh investor sentiment,negative,0.01,0.99,0.0
20190103,oil prices rebound saudi output cuts weaker dollar ease oversupply fears,positive,0.78,0.21,0.0
20190103,oil prices slip white house adviser warns earnings downgrades amid uschina trade talks,negative,0.01,0.99,0.0
20190103,opec oil output sees sharpest monthly drop since 2017 saudi arabia leads cuts,positive,1.0,0.0,0.0
20190103,trump expresses optimism ongoing us trade negotiations,positive,0.77,0.2,0.02
20190103,us crude oil inventories expected fall fifth straight week refined product stocks rise,negative,0.01,0.99,0.0
20190103,us oil gas executives turn pessimistic outlook hits lowest point since 2016,negative,0.23,0.77,0.0
20190104,canadian producer prices see sharpest drop nearly two years cheaper energy,negative,0.01,0.99,0.0
20190104,sinochem slashes jobs tech subsidiary poor market reception shelved ipo,negative,0.06,0.94,0.0
20190104,gold prices drop strong us jobs data boosts dollar rate hike expectations,negative,0.01,0.99,0.0
20190104,gold retreats hitting $ 1300 strong us jobs data boosts stocks,negative,0.05,0.94,0.0
20190104,gold surges past $ 1300 economic uncertainty drives safehaven demand,positive,0.99,0.01,0.0
20190104,japan urges south korea prevent unfair measures japanese firms amid wartime labor dispute,negative,0.44,0.56,0.0
20190104,north korea turns domestic coal boost power amid sanctions export decline,positive,0.82,0.17,0.0
20190104,oil prices rally sixth straight day amid market optimism inventory concerns,positive,0.99,0.01,0.01
20190104,brent crude posts biggest weekly gain since 2017 opec cuts trade optimism,positive,0.97,0.03,0.0
20190104,oil prices rise uschina trade talks set resume next week,positive,0.99,0.01,0.0
20190104,oil prices climb chinaus trade talks opec supply cuts boost market,positive,0.97,0.03,0.0
20190104,us crude inventories unexpectedly rise oil prices climb nearly 4 % amid trade talks,positive,0.98,0.01,0.0
20190105,iran says waiver countries complying us oil sanctions seeks new buyers,negative,0.2,0.79,0.0
20190106,chinas steel iron ore futures rise policy easing hopes trade talks,positive,0.83,0.17,0.0
20190106,oil prices rise opec cuts output uschina trade talks boost market sentiment,positive,0.69,0.3,0.0
20190106,fed policy outlook powell speech key economic data drive precious metals week,positive,0.92,0.08,0.0
20190106,libyas oil revenue surges 78 % $ 244 billion 2018,negative,0.18,0.82,0.0
20190107,pg&e bankruptcy threatens years uncertainty california customers investors,negative,0.36,0.64,0.0
20190107,canadian heavy crude prices hit 16month high rail shipments rise despite output cuts,positive,0.98,0.02,0.0
20190107,china steps us soybean purchases trade talks resume,positive,0.9,0.06,0.04
20190107,eu sees surge us soya bean imports ahead key trade talks,positive,0.99,0.01,0.0
20190107,gold eyes $ 1300 trade talks loom palladium hits record highs,positive,0.98,0.02,0.0
20190107,gold prices rise weaker dollar fed outlook boost investor interest,positive,0.99,0.01,0.0
20190107,gold nears $ 1300 fed rate pause boosts demand dollar weakens,positive,0.66,0.33,0.01
20190107,goldman sachs societe generale lower 2019 oil price forecasts amid rising supply shale output,negative,0.01,0.99,0.0
20190107,oil prices rise uschina trade talks saudi output cuts caution remains,positive,0.53,0.47,0.0
20190107,oil prices climb 2 % opec cuts market optimism drive rally,positive,0.99,0.01,0.0
20190107,oil prices rise uschina trade talks opec supply cuts boost market,positive,0.98,0.01,0.0
20190107,sinopec shares rebound losses analysts see buying opportunity despite trading setback,positive,0.98,0.02,0.0
20190107,supreme court allows massachusetts obtain exxon records climate change probe,positive,0.99,0.01,0.0
20190108,canadian heavy crude prices hit twoyear high rail shipments rise despite output cuts,positive,0.96,0.04,0.0
20190108,gold slips uschina trade optimism rises palladium hits new highs,positive,0.97,0.02,0.0
20190108,gold prices fall dollar strengthens uschina trade talks boost risk appetite,negative,0.02,0.98,0.0
20190108,gold prices dip dollar rebounds uschina trade talks spark optimism,negative,0.01,0.99,0.0
20190108,progress lifting us tariffs trudeau trump discuss trade tensions,negative,0.27,0.72,0.01
20190108,oil prices edge higher hopes uschina trade deal saudi export cuts,negative,0.19,0.81,0.0
20190108,oil prices climb 2 % hopes uschina trade progress opec supply cuts,negative,0.08,0.92,0.0
20190108,oil prices rise uschina trade talks boost market optimism,positive,0.99,0.01,0.0
20190108,oil prices rally hopes uschina trade deal amid market volatility,positive,0.99,0.01,0.0
20190108,uschina trade talks boost markets oil prices climb trump prepares border speech,positive,0.99,0.01,0.0
20190108,turkey resumes iranian oil imports us sanctions waiver,negative,0.14,0.85,0.01
20190108,uschina trade talks extended amid progress key issues,negative,0.38,0.61,0.01
20190109,gold prices hold steady uschina trade talks extend dollar slips,neutral,0.0,0.01,0.99
20190109,gold prices dip uschina trade talks show progress risk appetite rises,negative,0.11,0.89,0.0
20190109,mexicos crackdown fuel theft causes gas shortages threatens auto industry,positive,0.9,0.1,0.0
20190109,oil prices surge bull market opec cuts output inventories fall,negative,0.17,0.83,0.0
20190109,oil prices climb $ 50 hopes rise chinaus trade progress,positive,0.98,0.01,0.0
20190109,us crude inventories fall less expected gasoline distillate stocks surge,positive,0.97,0.03,0.0
20190109,oil prices surge 2 % hopes uschina trade progress gains limited rising us fuel supplies,positive,0.99,0.01,0.0
20190109,palladium hits new record high china plans boost auto sales,positive,0.92,0.08,0.0
20190109,eu excludes agriculture us trade talks focuses industrial goods,negative,0.06,0.93,0.01
20190109,us crude oil exports asia set rise lower freight rates price cuts boost demand,negative,0.07,0.93,0.0
20190110,canada rallies us lawmakers businesses end trump steel aluminum tariffs,negative,0.42,0.57,0.0
20190110,china enforce strict ban new steel cement glass projects 2019,negative,0.24,0.76,0.0
20190110,us natural gas storage drops expected prices briefly rise,negative,0.08,0.92,0.0
20190110,glencore loses exclusive rights market key libyan crude unipec gains access,negative,0.09,0.91,0.0
20190110,gold prices rise fed signals pause rate hikes dollar slips,positive,0.98,0.02,0.0
20190110,gold prices steady investors await fed chair powells remarks policy outlook,neutral,0.0,0.0,0.99
20190110,goldman sachs predicts gold prices reach fiveyear high amid rising demand,positive,0.99,0.01,0.0
20190110,iran rejects us sanctions oil ministers discuss cooperation iraq,positive,0.6,0.4,0.01
20190110,irans oil exports remain severely restricted amid us sanctions despite waivers,positive,0.62,0.0,0.38
20190110,fuel shortages port bottlenecks hit mexico amid crackdown pipeline theft,positive,0.73,0.27,0.0
20190110,mexican auto plants risk shutdown amid fuel shortages industry warns,positive,0.98,0.02,0.0
20190110,oceans warming faster previously thought setting new record 2018,positive,0.89,0.11,0.0
20190110,oil prices fall uschina trade optimism fades supply concerns persist,negative,0.01,0.99,0.0
20190110,oil prices retreat surge uschina trade optimism opec support,negative,0.01,0.99,0.0
20190110,oil rally pauses traders await new drivers amid saudi cuts trade talks,negative,0.02,0.98,0.0
20190110,oil prices dip economic worries remain track strong weekly gains,negative,0.01,0.99,0.0
20190110,oil prices steady rally uschina trade talks stall weak chinese data weighs markets,neutral,0.01,0.01,0.98
20190110,palladium rally pauses investors eye cheaper platinum amid record price gap,positive,0.98,0.02,0.0
20190110,truce reached canadian pipeline dispute wetsuweten leaders police strike tentative deal,positive,0.93,0.06,0.01
20190110,canadian lumber producers hit hard us tariffs falling prices force mill cutbacks,negative,0.14,0.86,0.0
20190110,fierce competition erupts deepwater oil export ports corpus christi,negative,0.37,0.63,0.0
20190110,maduro begins second term amid international condemnation venezuelas deepening crisis,negative,0.35,0.65,0.0
20190111,mexicos crackdown fuel theft sparks gas shortages economic concerns,positive,0.93,0.07,0.0
20190111,gold prices rise weaker dollar dovish fed boost appeal,positive,0.98,0.02,0.0
20190111,gold prices rise fourth week amid fed patience us government shutdown,positive,0.99,0.0,0.0
20190111,gold nears $ 1300 stock rally fades global risks rise,positive,0.98,0.02,0.0
20190111,brexit uncertainty halts uk malting barley sales eu brewers,negative,0.1,0.89,0.01
20190111,saudi oil cuts drive biggest weekly gain crude prices since mid2018 market faces uncertainty,negative,0.02,0.98,0.0
20190111,oil prices hold steady markets await uschina trade progress saudi output moves,negative,0.09,0.89,0.02
20190111,oil prices fall iran struggles find buyers amid us sanctions,negative,0.01,0.99,0.0
20190111,oil set biggest weekly surge two years opec cuts trade hopes lift prices,positive,0.94,0.05,0.0
20190111,us government shutdown leaves farmers traders scrambling crop data,negative,0.25,0.75,0.0
20190111,us pushes agriculture access upcoming eu trade talks,positive,0.97,0.03,0.0
20190112,brazil supreme court chief justice reinstates petrobras divestment decree,negative,0.44,0.56,0.0
20190112,opec enemy us says uae energy minister amid oil output cuts,positive,1.0,0.0,0.0
20190112,saudi arabia invest $ 10 billion oil refinery pakistans gwadar port,negative,0.0,0.99,0.0
20190112,opec+ leaders confident oil price rebound hold amid output cuts sanctions,positive,0.94,0.06,0.0
20190112,us rules new waivers iranian oil imports tightening sanctions,negative,0.01,0.99,0.0
20190112,uae energy minister predicts $ 70 average oil price 2019 following opec output cuts,negative,0.11,0.89,0.0
20190113,oil prices post biggest weekly gain six months output drops trade hopes rise,negative,0.17,0.83,0.0
20190113,gold traders eye fed policy signals dollar moves amid key inflation data,positive,0.82,0.17,0.01
20190113,chinas manufacturing sector shows signs recovery june,negative,0.44,0.56,0.01
20190113,saudi aramco plans $ 10 billion debut bond issuance second quarter,negative,0.32,0.68,0.0
20190113,saudi energy minister confident oil market rebalance signals willingness action,negative,0.3,0.7,0.01
20190113,uk government stands firm fracking regulations despite industry pressure,neutral,0.02,0.03,0.95
20190114,bitcoin major cryptocurrencies rebound denmark malaysia tighten regulations,negative,0.07,0.93,0.0
20190114,us crude shipments china resume trade war pause,negative,0.09,0.87,0.04
20190114,gold prices rise investors await us rate hike signals,positive,0.99,0.01,0.0
20190114,gold holds near $ 1300 investors seek safe havens amid china export slump brexit uncertainty,negative,0.49,0.5,0.0
20190114,oil prices drop weak china trade data fuels global demand concerns,negative,0.01,0.99,0.0
20190114,oil prices fall weak chinese data sparks global demand concerns,negative,0.01,0.99,0.0
20190114,oil prices drop china trade data signals weaker demand,negative,0.01,0.99,0.0
20190114,oil prices rebound sharp drop weak chinese trade data,negative,0.48,0.52,0.0
20190114,oil prices slide chinas economic slowdown raises demand concerns,negative,0.01,0.99,0.0
20190114,opec+ struggles set next meeting date amid growing internal divisions,negative,0.05,0.95,0.0
20190114,opec allies propose midapril dates next oil policy meeting,negative,0.25,0.59,0.16
20190114,us coal plant closures accelerate despite trumps efforts revive industry,positive,0.59,0.41,0.0
20190114,russia refuses belarus compensation oil tax losses amid subsidy dispute,positive,0.97,0.03,0.0
20190114,saudi energy minister confident strong oil demand despite uschina trade tensions,positive,0.86,0.01,0.13
20190115,alaska regulators investigate bp prudhoe bay wells recent leak,positive,0.99,0.0,0.0
20190115,bank japan set lower inflation forecast amid falling oil prices policy changes,negative,0.01,0.99,0.0
20190115,chinese stimulus plan weighs gold prices despite brexit uncertainty,negative,0.26,0.7,0.05
20190115,gold prices steady asian stocks rebound investors eye brexit vote,neutral,0.03,0.0,0.97
20190115,gold prices edge higher weak producer inflation supports fed pause,positive,0.99,0.01,0.0
20190115,oil prices slip amid global economic uncertainty despite opec supply cuts,negative,0.01,0.99,0.0
20190115,oil prices surge 3 % china signals major economic stimulus,positive,0.99,0.01,0.0
20190115,oil prices rebound investors await us inventory data,positive,0.98,0.02,0.0
20190115,oil prices climb 2 % china signals economic stimulus opec+ cuts support market,positive,0.99,0.01,0.0
20190115,interior department recalls furloughed workers prepare gulf mexico oil lease sale amid shutdown,negative,0.19,0.81,0.0
20190115,us trade chief promises tariff exclusion process $ 200 billion chinese goods deal reached,negative,0.29,0.71,0.0
20190116,albertas oil production cuts boost prices drive investment rail shipments away,negative,0.07,0.93,0.0
20190116,indigenous groups express interest buying trans mountain pipeline amid oil price struggles,negative,0.27,0.73,0.0
20190116,majority canadians support oil pipelines key trudeau voter groups remain opposed,positive,0.77,0.22,0.0
20190116,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
20190116,gold prices rise brexit turmoil fed pause boost safehaven demand,positive,0.99,0.01,0.0
20190116,gold prices edge higher amid political uncertainty uk us,positive,0.99,0.01,0.0
20190116,papua new guineas lng boom fails deliver promised wealth local communities,positive,0.93,0.07,0.0
20190116,us oil production nears record 12 million barrels per day offsetting crude price gains,negative,0.0,1.0,0.0
20190116,oil prices rise china injects record cash bolster economy amid trade war concerns,positive,0.99,0.01,0.0
20190116,us crude oil inventories drop expected gasoline stocks surge,positive,0.94,0.06,0.0
20190116,global carbon trading market hits record € 144 billion permit prices surge,positive,0.98,0.02,0.0
20190116,whiting petroleum countersues jamex alleging bribes secret deals bakken oil dispute,positive,0.99,0.0,0.0
20190117,opec slashes oil output december ahead new supply cut agreement,positive,1.0,0.0,0.0
20190117,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
20190117,oil prices slip despite opec cuts us production nears record highs,negative,0.01,0.99,0.0
20190117,oil prices drop us production hits record high global economic worries mount,negative,0.02,0.98,0.0
20190117,oil prices slide record us production sparks oversupply fears,negative,0.01,0.99,0.0
20190117,oil prices drop 2 % rising us output weak demand weigh market,negative,0.01,0.99,0.0
20190117,opec russia cut oil output prices fall amid oversupply concerns,positive,0.99,0.0,0.0
20190117,palladium soars past $ 1400 amid supply shortage despite slowing global car sales,positive,0.54,0.46,0.0
20190117,palladium surges record highs outshining gold amid auto sector demand,positive,0.99,0.01,0.0
20190117,russian saudi energy ministers meet davos forum next week,negative,0.27,0.7,0.03
20190117,us refiners face rising costs white house weighs tougher venezuela oil sanctions,negative,0.32,0.68,0.0
20190118,bps breakthrough seismic technology uncovers billionbarrel oil find eyes expansion brazil angola,negative,0.02,0.98,0.0
20190118,energy hedge funds face sharp decline amid heavy losses investor withdrawals,negative,0.02,0.98,0.0
20190118,gold prices dip us considers easing china tariffs brexit fears subside,negative,0.02,0.98,0.0
20190118,oil prices surge twomonth high china trade hopes opec cuts,positive,0.99,0.01,0.0
20190118,oil prices rise 1 % hopes grow uschina trade progress opec output cuts,negative,0.07,0.93,0.0
20190118,crude oil prices rise opec cuts output us production set lead,negative,0.46,0.54,0.0
20190118,oil prices surge opec+ cuts saudi efforts drive market rally recovery expected gradual,positive,0.99,0.01,0.0
20190118,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
20190118,russia surpasses china worlds fifth largest gold holder amid sanctions,positive,0.85,0.15,0.0
20190118,silver suffers steep decline investors shun metal amid trade optimism,negative,0.02,0.98,0.0
20190118,iea warns rising us oil output slowing economy could weigh 2019 oil prices,positive,0.99,0.01,0.0
20190119,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
20190119,vegetable oil prices expected climb palm oil stocks decline biodiesel demand rises,negative,0.26,0.74,0.0
20190120,oil prices surge third week hopes uschina trade deal output cuts,positive,0.59,0.41,0.0
20190120,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
20190120,gold falls trade hopes lift dollar equities investors eye uschina talks economic data,positive,0.97,0.03,0.0
20190120,us set become net oil exporter end 2020 challenging opec influence,negative,0.0,0.99,0.0
20190121,canadian railways face investigation commodity shipping delays embargoes vancouver port,positive,0.95,0.05,0.0
20190121,gold prices hit yearly low china growth slows investors await brexit developments,negative,0.02,0.98,0.0
20190121,gold prices steady investors await progress uschina trade talks,neutral,0.0,0.0,0.99
20190121,japan resumes iranian oil imports us sanctions waiver,negative,0.1,0.88,0.02
20190121,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
20190121,oil prices rise us drilling slows despite weak chinese economic data,positive,0.98,0.02,0.0
20190121,oil prices steady china growth meets expectations opec cuts support market,neutral,0.0,0.0,0.99
20190122,chinas energy demand growth slows economic pressures mount,positive,0.97,0.03,0.0
20190122,gold prices rebound global growth fears drive safe demand,positive,0.98,0.02,0.0
20190122,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
20190122,dollar strengthens global growth fears weigh precious metals,positive,0.87,0.13,0.0
20190122,oil prices drop 2 % china growth slows global economic concerns mount,negative,0.01,0.99,0.0
20190122,oil prices fall global growth concerns weigh demand,negative,0.01,0.99,0.0
20190122,oil prices drop 3 % china slowdown imf warning raise global demand fears,negative,0.01,0.99,0.0
20190122,saudi energy minister unlikely attend davos leaders skip forum,positive,0.82,0.17,0.01
20190122,saudi aramco eyes major us gas investments part global expansion strategy,negative,0.01,0.99,0.0
20190122,tallgrass kinder morgan expand crude pipeline network boost cushing gulf coast access,negative,0.01,0.99,0.0
20190122,pdvsa debt drops 5 % 2018 amid default plummeting oil output,positive,0.99,0.01,0.0
20190123,gold prices steady despite trade uncertainty weak global data,neutral,0.0,0.0,1.0
20190123,gold prices slip strong earnings boost stocks dollar,negative,0.01,0.99,0.0
20190123,precious metals trade sideways amid global uncertainty market volatility,negative,0.03,0.96,0.0
20190123,malaysia threatens trade restrictions french goods palm oil ban,positive,0.76,0.07,0.16
20190123,oil prices fall second day us inventory concerns global economic worries weigh market,negative,0.01,0.99,0.0
20190123,oil prices rise hopes chinese stimulus amid global economic slowdown,positive,0.99,0.01,0.0
20190123,oil prices fall global growth concerns rising us inventories weigh market,negative,0.01,0.99,0.0
20190123,oil prices rebound market awaits us inventory data output cuts support gains,negative,0.04,0.96,0.0
20190123,oil prices rebound hopes fiscal stimulus china japan,positive,0.99,0.01,0.0
20190123,russia urged maintain oil output cuts despite us shale growth,positive,0.99,0.0,0.01
20190123,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
20190123,us sanctions venezuelan oil could disrupt gulf coast refineries shift exports asia,positive,0.94,0.06,0.0
20190124,oil industry faces mounting investor pressure climate change davos,positive,0.54,0.46,0.0
20190124,chinas soybean imports us plunge 99 % december amid trade war,negative,0.01,0.99,0.0
20190124,us shale oil growth slows drilling activity drops output plateaus,negative,0.31,0.69,0.0
20190124,epa civil penalties hit 20year low amid criticism trump administrations environmental enforcement,positive,0.54,0.46,0.0
20190124,eu finance ministers reject easing gold trading liquidity rules,negative,0.06,0.93,0.01
20190124,gold prices hit yearly low stronger dollar weighs metals,negative,0.11,0.89,0.0
20190124,political uncertainty drives surge shortterm commodities trading,negative,0.48,0.52,0.0
20190124,republican lawmaker introduces bill expand trumps tariff powers amid trade tensions,negative,0.21,0.79,0.0
20190124,indonesia plans major oil gas law overhaul boost energy independence,negative,0.08,0.92,0.0
20190124,us oil prices rise venezuela sanctions fears despite record gasoline stockpiles,positive,0.99,0.01,0.0
20190124,oil prices fall amid global growth worries rising us crude inventories,negative,0.01,0.99,0.0
20190124,opec signals possible output cuts april stabilize oil market,negative,0.21,0.79,0.0
20190124,dollar strengthens amid uschina trade tensions pressuring gold palladium prices,positive,0.8,0.2,0.0
20190124,russia launches $ 288 billion power plant modernization plan,negative,0.16,0.84,0.0
20190124,opec plans emergency meeting amid venezuela turmoil says russian energy minister,positive,0.82,0.11,0.07
20190124,us copper mining sees $ 11 billion surge electric vehicle demand soars,positive,0.99,0.01,0.0
20190124,us crude inventories surge oil prices hold steady amid global growth concerns,positive,0.96,0.03,0.0
20190124,us gasoline inventories hit record high refiners scale back output,negative,0.01,0.99,0.0
20190124,enbridge reverses gas flows texas eastern pipeline ohio explosion injures two,positive,0.97,0.03,0.0
20190124,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
20190124,us set become net energy exporter years ahead schedule oil output surges,negative,0.0,1.0,0.0
20190125,barrick gold seeks collaborative solution zambia mining tax dispute,positive,0.97,0.03,0.0
20190125,chinas us pork imports plunge 55 % 2018 amid trade war tariffs,negative,0.01,0.99,0.0
20190125,global steel production rises 46 % 2018 driven chinas growth,negative,0.0,1.0,0.0
20190125,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
20190125,oil prices rise us considers sanctions venezuelan crude,positive,0.99,0.01,0.0
20190125,oil prices climb venezuela crisis raises supply fears,positive,0.94,0.06,0.0
20190125,oil prices edge higher despite record gasoline stockpiles mixed market signals,positive,0.99,0.01,0.0
20190125,sinopec record $ 688 million charge 2018 oil trading loss,positive,0.99,0.01,0.0
20190125,gold nears $ 1300 dollar weakens fed rate pause expectations,negative,0.02,0.98,0.0
20190125,us oil rig count rises first time 2019 january sees sharpest monthly drop since 2016,positive,0.69,0.31,0.0
20190125,us weighs sanctions venezuelan oil threatening supply chains forcing caracas seek new markets,positive,0.66,0.34,0.0
20190126,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
20190127,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
20190127,venezuela crisis trade talks drive oil market volatility,positive,0.85,0.14,0.0
20190127,gold hits sevenmonth high dollar weakens ahead fed meeting key economic reports,negative,0.04,0.95,0.0
20190127,oil prices drop us rig count rises venezuela crisis sparks export fears,negative,0.05,0.95,0.0
20190128,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
20190128,eu launches wto case us tariffs spanish olives,negative,0.43,0.51,0.06
20190128,chevron acquire troubled pasadena texas oil refinery petrobras,positive,0.52,0.48,0.0
20190128,venezuelas pdvsa demands prepayment usbound oil new sanctions,negative,0.01,0.99,0.0
20190128,chinas first fanya metal auction fails attract bidders indium sale flops,negative,0.02,0.98,0.0
20190128,gold nears eightmonth high fed rate pause weakens dollar,negative,0.01,0.99,0.0
20190128,gold prices steady $ 1300 investors await fed decision uschina trade talks,neutral,0.0,0.0,0.99
20190128,gold prices climb $ 1300 investors eye fed meeting uschina trade talks,positive,0.99,0.01,0.0
20190128,british lord greg barker leads en+ groups comeback us lifts sanctions russian oligarchs firms,positive,0.57,0.43,0.0
20190128,oil prices slide saudi output cuts fail offset venezuela turmoil global economic worries,negative,0.08,0.92,0.0
20190128,oil prices drop us rig count rises china shows signs economic slowdown,negative,0.02,0.98,0.0
20190128,oil prices slide us drilling activity rises venezuela turmoil continues,positive,0.62,0.38,0.0
20190128,saudi energy minister says venezuela turmoil affected global oil markets,positive,0.84,0.15,0.0
20190128,saudi arabia cut oil output pump opec limit six months,positive,0.99,0.01,0.0
20190128,us imposes sweeping sanctions venezuelas pdvsa pressure maduro,negative,0.19,0.81,0.0
20190128,usda extends aid deadline farmers hit china tariffs shutdown delays,negative,0.18,0.82,0.0
20190128,guaido orders new pdvsa citgo boards us imposes sanctions pressure maduro,negative,0.03,0.97,0.0
20190129,canadian foreign minister engages talks us steel aluminum tariffs,positive,0.59,0.4,0.02
20190129,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
20190129,de beers diamond sales plunge demand cheaper stones weakens,negative,0.06,0.94,0.0
20190129,eu approves us soybeans biofuel use boost trade relations,positive,0.97,0.03,0.0
20190129,us sanctions venezuelas oil industry leave traders refiners scrambling clarity,positive,0.98,0.01,0.0
20190129,gold prices set modest gains 2019 amid global growth concerns reuters poll shows,positive,0.98,0.01,0.01
20190129,gold hits 8month high amid geopolitical tensions fed policy uncertainty,positive,0.98,0.02,0.0
20190129,gold hits eightmonth high investors await fed policy signals,positive,0.99,0.01,0.0
20190129,gold prices reach 8month high amid global tensions fed policy pause bets,positive,0.99,0.01,0.0
20190129,gold holds $ 1300 chinaus tensions fed outlook support prices,neutral,0.01,0.01,0.99
20190129,vale cut iron ore output dam disaster sending prices soaring rivals shares higher,positive,0.99,0.01,0.0
20190129,oil prices rebound venezuela sanctions despite us stockpile concerns,positive,0.98,0.02,0.0
20190129,total cnooc announce major north sea gas discovery glengorm prospect,negative,0.0,1.0,0.0
20190129,total launches largest oil gas exploration drive years focusing proven fields,negative,0.01,0.99,0.0
20190129,oil prices rebound saudi arabia pledges output cuts us sanctions hit venezuela,positive,0.79,0.21,0.0
20190129,oil prices stabilize sharp drop amid uschina tensions venezuela sanctions,negative,0.01,0.99,0.0
20190129,us sanctions venezuelas pdvsa lift oil prices global supply keeps gains modest,positive,0.69,0.3,0.0
20190129,palladium set record year supply shortfall drives prices gold,negative,0.03,0.97,0.0
20190129,us sanctions venezuelas pdvsa disrupt oil trade sending refineries scrambling alternatives,positive,0.99,0.01,0.0
20190129,south korea maintains record pace us oil gas imports strengthening trade ties,positive,0.99,0.01,0.0
20190130,exxon mobil plains american lotus midstream build major texas crude pipeline,negative,0.04,0.96,0.0
