Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2019-01-16,2019-01-17,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-17,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-12,2019-01-18,saudi arabia invest $ 10 billion oil refinery pakistans gwadar port,negative,0.0,0.99,0.0
2019-01-13,2019-01-18,oil prices post biggest weekly gain six months output drops trade hopes rise,negative,0.17,0.83,0.0
2019-01-14,2019-01-18,oil prices drop weak china trade data fuels global demand concerns,negative,0.01,0.99,0.0
2019-01-15,2019-01-18,alaska regulators investigate bp prudhoe bay wells recent leak,positive,0.99,0.0,0.0
2019-01-15,2019-01-18,bank japan set lower inflation forecast amid falling oil prices policy changes,negative,0.01,0.99,0.0
2019-01-16,2019-01-18,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-18,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-18,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-13,2019-01-19,oil prices post biggest weekly gain six months output drops trade hopes rise,negative,0.17,0.83,0.0
2019-01-14,2019-01-19,oil prices drop weak china trade data fuels global demand concerns,negative,0.01,0.99,0.0
2019-01-15,2019-01-19,alaska regulators investigate bp prudhoe bay wells recent leak,positive,0.99,0.0,0.0
2019-01-15,2019-01-19,bank japan set lower inflation forecast amid falling oil prices policy changes,negative,0.01,0.99,0.0
2019-01-16,2019-01-19,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-19,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-19,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-19,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-14,2019-01-20,oil prices drop weak china trade data fuels global demand concerns,negative,0.01,0.99,0.0
2019-01-15,2019-01-20,alaska regulators investigate bp prudhoe bay wells recent leak,positive,0.99,0.0,0.0
2019-01-15,2019-01-20,bank japan set lower inflation forecast amid falling oil prices policy changes,negative,0.01,0.99,0.0
2019-01-16,2019-01-20,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-20,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-20,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-20,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-20,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-15,2019-01-21,alaska regulators investigate bp prudhoe bay wells recent leak,positive,0.99,0.0,0.0
2019-01-15,2019-01-21,bank japan set lower inflation forecast amid falling oil prices policy changes,negative,0.01,0.99,0.0
2019-01-16,2019-01-21,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-21,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-21,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-21,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-21,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-21,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-16,2019-01-22,gold prices edge higher amid brexit turmoil chinese stimulus hopes,positive,0.99,0.01,0.0
2019-01-17,2019-01-22,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-22,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-22,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-22,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-22,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-22,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-17,2019-01-23,gold prices slip uschina trade talks brexit hopes ease market tensions,negative,0.01,0.99,0.0
2019-01-18,2019-01-23,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-23,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-23,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-23,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-23,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-23,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-18,2019-01-24,palladium retreats record highs amid supply concerns market caution,negative,0.01,0.99,0.0
2019-01-19,2019-01-24,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-24,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-24,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-24,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-24,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-24,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-19,2019-01-25,kuwaiti oil minister calls review $ 495 billion sector investment plan,negative,0.03,0.97,0.0
2019-01-20,2019-01-25,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-25,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-25,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-25,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-25,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-25,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-20,2019-01-26,pipeline explosion mexico kills 79 intensifies debate presidents antifuel theft strategy,positive,0.99,0.01,0.0
2019-01-21,2019-01-26,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-26,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-26,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-26,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-26,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-26,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-21,2019-01-27,oil prices dip chinas economic growth slows 28year low,negative,0.01,0.99,0.0
2019-01-22,2019-01-27,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-27,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-27,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-27,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-27,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-01-27,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-22,2019-01-28,gold prices dip despite imfs lower global growth forecasts,negative,0.01,0.99,0.0
2019-01-23,2019-01-28,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-28,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-28,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-28,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-01-28,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-01-28,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-23,2019-01-29,russias oil production rises slightly january despite output cut agreement,negative,0.0,1.0,0.0
2019-01-24,2019-01-29,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-29,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-29,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-01-29,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-01-29,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-01-29,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-24,2019-01-30,us oil output set surpass russia saudi arabia combined 2025,negative,0.0,1.0,0.0
2019-01-25,2019-01-30,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-30,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-01-30,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-01-30,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-01-30,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-01-30,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-01-30,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-25,2019-01-31,gold prices edge higher investors eye sinous trade talks us shutdown,positive,0.99,0.01,0.0
2019-01-26,2019-01-31,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-01-31,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-01-31,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-01-31,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-01-31,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-01-31,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-01-31,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-01-26,2019-02-01,vale faces mounting liabilities industry scrutiny second deadly dam disaster brazil,positive,0.99,0.01,0.0
2019-01-27,2019-02-01,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-02-01,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-02-01,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-02-01,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-02-01,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-02-01,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-01,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-01-27,2019-02-02,climate investment funds launch $ 500 million green bond renewable energy projects,negative,0.05,0.95,0.0
2019-01-28,2019-02-02,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-02-02,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-02-02,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-02-02,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-02-02,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-02,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-01-28,2019-02-03,algeria launches major solar energy tenders boost power supply gas exports,negative,0.01,0.99,0.0
2019-01-29,2019-02-03,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-02-03,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-02-03,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-02-03,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-03,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-02-03,2019-02-03,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-01-29,2019-02-04,base metals prices set modest recovery amid weak chinese demand rising supply,positive,0.99,0.01,0.0
2019-01-30,2019-02-04,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-02-04,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-02-04,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-04,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-02-03,2019-02-04,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-04,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-01-30,2019-02-05,saudi oil exports us hit neardecade lows boosting crude prices,negative,0.0,0.99,0.0
2019-01-30,2019-02-05,gold prices reach eightmonth high amid uschina trade talks huawei tensions,positive,0.99,0.01,0.0
2019-01-31,2019-02-05,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-05,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-02-03,2019-02-05,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-05,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-05,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-01-31,2019-02-06,brazil china set resume highlevel talks aiming boost agricultural trade,negative,0.02,0.98,0.0
2019-02-01,2019-02-06,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-02-03,2019-02-06,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-06,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-06,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-06,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-01,2019-02-07,chinas energy giants ramp domestic drilling boost natural gas reserves,negative,0.0,1.0,0.0
2019-02-03,2019-02-07,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-07,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-07,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-07,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-07,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-07,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-03,2019-02-08,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-08,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-08,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-08,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-08,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-08,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-08,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-03,2019-02-09,oil prices edge higher venezuela sanctions hopes uschina trade progress,positive,0.99,0.01,0.0
2019-02-04,2019-02-09,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-09,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-09,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-09,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-09,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-09,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-04,2019-02-10,russia confirms full compliance oil production cut agreement,positive,1.0,0.0,0.0
2019-02-05,2019-02-10,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-10,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-10,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-10,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-10,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-10,2019-02-10,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-05,2019-02-11,russia delays full compliance opec+ oil production cuts amid slow progress,positive,1.0,0.0,0.0
2019-02-06,2019-02-11,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-11,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-11,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-11,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-10,2019-02-11,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-11,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-06,2019-02-12,us oil imports hit fiveyear low amid opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-07,2019-02-12,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-12,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-12,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-10,2019-02-12,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-12,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-12,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-07,2019-02-13,saudi arabia cuts oil output 400000 barrels per day january exceeding opec+ target,positive,1.0,0.0,0.0
2019-02-07,2019-02-13,oil prices slide russia resists deeper opec ties uschina trade talks stall,negative,0.01,0.99,0.0
2019-02-08,2019-02-13,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-10,2019-02-13,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-13,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-13,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-13,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-08,2019-02-14,oil prices slip amid global economic concerns despite opec cuts venezuela sanctions,negative,0.01,0.99,0.0
2019-02-10,2019-02-14,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-14,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-14,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-14,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-14,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-10,2019-02-15,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-15,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-15,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-15,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-15,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-15,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-10,2019-02-16,venezuelas pdvsa shifts oil payments russian bank amid us sanctions,negative,0.11,0.89,0.0
2019-02-11,2019-02-16,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-16,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-16,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-16,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-16,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-16,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-11,2019-02-17,cushing oil inventories surge sixyear high refinery outages maintenance boost supplies,negative,0.0,1.0,0.0
2019-02-12,2019-02-17,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-17,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-17,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-17,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-17,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-17,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-12,2019-02-18,us crude oil output set hit record highs 2019 2020 says eia,negative,0.0,1.0,0.0
2019-02-13,2019-02-18,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-18,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-18,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-18,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-18,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-18,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-13,2019-02-19,iea warns oil market faces oversupply nonopec production surges despite opec cuts,negative,0.03,0.97,0.0
2019-02-14,2019-02-19,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-19,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-19,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-19,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-19,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-19,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-14,2019-02-20,oil prices climb 2019 highs hopes uschina trade deal strong china imports,positive,0.99,0.01,0.0
2019-02-15,2019-02-20,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-20,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-20,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-20,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-20,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-20,2019-02-20,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-15,2019-02-21,oil prices rebound despite weak us retail sales disappointing china data,positive,0.99,0.01,0.0
2019-02-16,2019-02-21,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-21,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-21,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-21,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
2019-02-20,2019-02-21,us shale oil output set rise despite spending cuts slower growth,negative,0.0,1.0,0.0
2019-02-21,2019-02-21,us oil output hits record 12 million barrels per day pressuring global prices,negative,0.0,1.0,0.0
2019-02-16,2019-02-22,canada urges us lift steel aluminum tariffs amid usmca ratification,negative,0.18,0.82,0.01
2019-02-17,2019-02-22,gold prices rise traders eye uschina trade talks fed minutes economic data,positive,0.99,0.01,0.0
2019-02-18,2019-02-22,oil prices rise hopes uschina trade deal progress,positive,0.99,0.01,0.0
2019-02-19,2019-02-22,turkmenistan slashes oil exports amid vitolsocar dispute tanker shortage,positive,1.0,0.0,0.0
