Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2019-02-10,2019-02-13,sour crude brent opec sanctions oil prices,negative,0.01,0.99,0.0
2019-02-11,2019-02-13,us oil exports europe opec shale production market share,negative,0.01,0.99,0.0
2019-02-12,2019-02-13,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-13,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-08,2019-02-14,oil prices opec global economy uschina trade venezuela,negative,0.04,0.96,0.0
2019-02-10,2019-02-14,sour crude brent opec sanctions oil prices,negative,0.01,0.99,0.0
2019-02-11,2019-02-14,us oil exports europe opec shale production market share,negative,0.01,0.99,0.0
2019-02-12,2019-02-14,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-14,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-14,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-10,2019-02-15,sour crude brent opec sanctions oil prices,negative,0.01,0.99,0.0
2019-02-11,2019-02-15,us oil exports europe opec shale production market share,negative,0.01,0.99,0.0
2019-02-12,2019-02-15,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-15,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-15,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-15,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-15,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-10,2019-02-16,sour crude brent opec sanctions oil prices,negative,0.01,0.99,0.0
2019-02-11,2019-02-16,us oil exports europe opec shale production market share,negative,0.01,0.99,0.0
2019-02-12,2019-02-16,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-16,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-16,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-16,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-16,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-16,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-11,2019-02-17,us oil exports europe opec shale production market share,negative,0.01,0.99,0.0
2019-02-12,2019-02-17,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-17,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-17,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-17,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-17,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-17,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-17,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-12,2019-02-18,opec oil prices saudi arabia production cuts crude output,positive,1.0,0.0,0.0
2019-02-13,2019-02-18,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-18,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-18,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-18,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-18,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-18,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-18,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-13,2019-02-19,oil market opec iea supply growth sanctions,negative,0.01,0.99,0.0
2019-02-14,2019-02-19,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-19,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-19,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-19,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-19,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-19,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-19,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-14,2019-02-20,oil prices uschina trade brent crude china imports oil inventories,negative,0.02,0.98,0.01
2019-02-15,2019-02-20,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-20,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-20,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-20,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-20,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-20,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-20,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-15,2019-02-21,citgo aruba layoffs sanctions pdvsa,positive,0.99,0.01,0.0
2019-02-15,2019-02-21,oil prices saudi arabia supply outage opec cuts trade talks,negative,0.06,0.94,0.0
2019-02-16,2019-02-21,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-21,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-21,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-21,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-21,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-21,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-16,2019-02-22,usmca tariffs steel aluminum canada,negative,0.07,0.92,0.01
2019-02-17,2019-02-22,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-22,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-22,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-22,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-22,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-22,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-17,2019-02-23,opec cuts oil prices uschina trade crude supply energy demand,negative,0.02,0.98,0.0
2019-02-18,2019-02-23,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-23,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-23,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-23,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-23,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-18,2019-02-24,oil prices uschina trade tariffs opec cuts supply data,negative,0.01,0.99,0.0
2019-02-19,2019-02-24,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-24,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-24,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-24,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-24,2019-02-24,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-19,2019-02-25,palladium gold platinum supply auto industry,negative,0.02,0.98,0.0
2019-02-20,2019-02-25,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-25,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-25,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-24,2019-02-25,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-02-25,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-20,2019-02-26,oil prices uschina trade brent crude opec cuts global demand,negative,0.01,0.99,0.0
2019-02-21,2019-02-26,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-26,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-24,2019-02-26,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-02-26,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-02-26,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-21,2019-02-27,doublepoint energy permian basin private equity oil majors acquisition,negative,0.02,0.98,0.0
2019-02-22,2019-02-27,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-24,2019-02-27,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-02-27,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-02-27,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-02-27,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-22,2019-02-28,refinery margins fuel exports asia oil demand slowdown petroleum companies,negative,0.01,0.98,0.0
2019-02-24,2019-02-28,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-02-28,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-02-28,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-02-28,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-02-28,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-02-24,2019-03-01,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-03-01,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-03-01,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-03-01,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-03-01,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-01,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-02-24,2019-03-02,adnoc pipelines kkr blackrock investment,negative,0.02,0.98,0.0
2019-02-25,2019-03-02,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-03-02,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-03-02,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-03-02,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-02,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-02-25,2019-03-03,oil spill petrobras campos basin brazil investigation,positive,1.0,0.0,0.0
2019-02-26,2019-03-03,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-03-03,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-03-03,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-03,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-03-03,2019-03-03,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-03,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-02-26,2019-03-04,saudi arabia china aramco oil exports market share,negative,0.0,1.0,0.0
2019-02-27,2019-03-04,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-03-04,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-04,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-03-03,2019-03-04,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-04,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-04,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-02-27,2019-03-05,pemex losses crude production government support refinery,positive,1.0,0.0,0.0
2019-02-28,2019-03-05,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-05,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-03-03,2019-03-05,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-05,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-05,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-05,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-02-28,2019-03-06,strategic petroleum reserve oil sale energy department trump administration opec,negative,0.02,0.98,0.0
2019-03-01,2019-03-06,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-03-03,2019-03-06,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-06,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-06,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-06,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-06,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-06,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-01,2019-03-07,natural gas spot prices washington pipeline rupture electricity,negative,0.02,0.98,0.0
2019-03-03,2019-03-07,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-07,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-07,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-07,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-07,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-07,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-07,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-03,2019-03-08,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-08,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-08,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-08,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-08,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-08,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-08,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-08,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-03,2019-03-09,lng imports australia gas shortage energy projects pipeline tariffs,negative,0.01,0.98,0.0
2019-03-03,2019-03-09,oil prices manufacturing data us crude production opec cuts energy demand,positive,0.96,0.04,0.0
2019-03-04,2019-03-09,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-09,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-09,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-09,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-09,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-09,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-04,2019-03-10,gold prices goldman sachs trade deal us dollar silver,negative,0.03,0.97,0.01
2019-03-05,2019-03-10,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-10,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-10,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-10,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-10,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-10,2019-03-10,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-05,2019-03-11,canola china richardson international trade dispute exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-11,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-11,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-11,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-11,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-10,2019-03-11,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-11,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-06,2019-03-12,trade war us farmers china tariffs agricultural debt soybean exports,positive,0.99,0.01,0.0
2019-03-06,2019-03-12,gold prices us jobs oecd forecast global slowdown precious metals,negative,0.02,0.98,0.0
2019-03-07,2019-03-12,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-12,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-10,2019-03-12,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-12,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-12,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-07,2019-03-13,rosneft refinery upgrades hydrocracking export taxes diesel production,negative,0.0,1.0,0.0
2019-03-08,2019-03-13,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-10,2019-03-13,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-13,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-13,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-13,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-08,2019-03-14,oil prices opec cuts economic slowdown us jobs china trade,negative,0.05,0.95,0.0
2019-03-10,2019-03-14,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-14,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-14,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-14,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-14,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-10,2019-03-15,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-15,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-15,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-15,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-15,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-15,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-10,2019-03-16,opec+ oil production saudi arabia global demand supply cuts,positive,0.99,0.01,0.0
2019-03-11,2019-03-16,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-16,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-16,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-16,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-16,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-16,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-16,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-11,2019-03-17,saudi arabia oil exports opec+ production cuts aramco,positive,1.0,0.0,0.0
2019-03-12,2019-03-17,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-17,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-17,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-17,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-17,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-17,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-17,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-12,2019-03-18,uschina trade crude exports trafigura offshore terminal permian basin,negative,0.05,0.94,0.01
2019-03-13,2019-03-18,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-18,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-18,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-18,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-18,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-18,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-18,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-13,2019-03-19,gold brexit uncertainty inflation metals,negative,0.02,0.98,0.0
2019-03-14,2019-03-19,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-19,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-19,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-19,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-19,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-19,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-19,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-14,2019-03-20,saudi aramco china independent refiners oil exports market strategy,negative,0.01,0.99,0.0
2019-03-15,2019-03-20,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-20,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-20,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-20,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-20,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-20,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-20,2019-03-20,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-15,2019-03-21,oil prices manufacturing wti brent opec,negative,0.01,0.99,0.0
2019-03-16,2019-03-21,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-21,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-21,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-21,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-21,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-20,2019-03-21,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-21,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-16,2019-03-22,wheat imports brazil us trade tariffs agriculture,neutral,0.11,0.24,0.65
2019-03-16,2019-03-22,offshore drilling atlantic coast trump administration seismic testing interior department,negative,0.05,0.95,0.0
2019-03-17,2019-03-22,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-22,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-22,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-20,2019-03-22,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-22,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-22,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-17,2019-03-23,south pars gas production iran investment cnpc,negative,0.01,0.99,0.0
2019-03-18,2019-03-23,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-23,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-20,2019-03-23,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-23,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-23,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-18,2019-03-24,gold prices federal reserve interest rates us dollar central banks,negative,0.03,0.9,0.07
2019-03-19,2019-03-24,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
2019-03-20,2019-03-24,oil leases gulf mexico offshore drilling trump administration energy auction,negative,0.01,0.99,0.0
2019-03-21,2019-03-24,oil prices opec cuts us crude china trade global demand,negative,0.02,0.98,0.0
2019-03-22,2019-03-24,gold europe slowdown china safe federal reserve,negative,0.01,0.99,0.0
2019-03-24,2019-03-24,gold recession yield curve federal reserve brexit,negative,0.02,0.98,0.0
2019-03-19,2019-03-25,opec oil prices production cuts saudi arabia crude futures,positive,0.99,0.01,0.0
