Date,Headline,Classification,Positive,Negative,Neutral
20190820,buy gold ‘ level mobius says central bankers ease,negative,0.02,0.86,0.11
20190820,chinas petrochemical expansion overwhelm japan south korea producers,positive,0.81,0.19,0.0
20190820,exclusive lotus midstream mulls reversing west texas cushing pipeline sources,negative,0.37,0.62,0.0
20190820,gold prices ahead jackson hole symposium powell speech,positive,0.63,0.23,0.14
20190820,imports chinese steel racks injure us industry us itc,positive,0.59,0.39,0.02
20190820,oil prices dip ahead us crude inventories,negative,0.01,0.99,0.0
20190820,oil prices hold steady hopes trade tensions could ease,neutral,0.05,0.22,0.73
20190820,oil prices steady sinous trade developments cited supportive,neutral,0.0,0.0,0.99
20190820,oil rises oneweek high traders brace storage drawdown,positive,0.98,0.02,0.0
20190820,oil steadies ahead us inventory data despite fewer convictions drawdown,negative,0.35,0.65,0.0
20190820,pes layoffs accelerate philadelphia refinery closes,positive,0.98,0.02,0.0
20190820,spot gold recaptures $ 1500 2day lag longs bet dovish fed,positive,0.95,0.05,0.0
20190820,spot gold recovers $ 1500 expectations central bank support,positive,0.99,0.01,0.0
20190820,us oil firms challenge pipeline surcharge steel tariff filing,negative,0.24,0.76,0.0
20190820,us removed almost 27 million barrels daily iranian oil market pompeo,positive,0.83,0.17,0.0
20190820,walmart sues tesla fires linked rooftop solar panel systems,positive,0.99,0.01,0.0
20190821,albertas smaller oil producers eye output boost curbs lifted,negative,0.0,0.99,0.0
20190821,brent oil futures climb $ 60 us inventory draw,positive,0.97,0.03,0.0
20190821,china considers testing nogo zones gasoline vehicles ministry,positive,0.68,0.3,0.02
20190821,farmers threat prompts usda pull staff crop tour,positive,0.5,0.49,0.0
20190821,fearing tobaccos fate palm oil industry fights back,positive,0.96,0.04,0.0
20190821,glencore bp stuck tainted russian crude,positive,0.82,0.18,0.01
20190821,gold dips fed meeting minutes show plan series rate cuts,negative,0.03,0.97,0.0
20190821,gold prices hold $ 1500 ahead fed minutes powell,neutral,0.02,0.03,0.95
20190821,gold prices slip ahead jackson hole symposium,negative,0.01,0.99,0.0
20190821,illinois corn yields seen average improve tour scouts go west,negative,0.37,0.62,0.01
20190821,mexico us reach deal end tomato tariff dispute,positive,0.5,0.5,0.0
20190821,oil inches higher us crude stocks drawdown economic worries weigh,negative,0.39,0.6,0.0
20190821,oil prices gain crude inventories data,positive,0.98,0.02,0.0
20190821,oil prices pare gains despite biggerthanexpected draw us crude inventories,positive,0.5,0.49,0.0
20190821,shell takes australia power plunge $ 418 million erm bid,negative,0.08,0.91,0.0
20190821,texas shale towns grapple growth oilbust fears fade,positive,0.84,0.16,0.0
20190821,us crude dips despite big draw traders gear disappointing fed,negative,0.01,0.99,0.0
20190821,us crude slips despite inventory draw fed shows aggressive rate cut plan,negative,0.01,0.99,0.0
20190821,us judge confirms citgo directors appointed venezuelan congress,positive,0.75,0.24,0.01
20190822,asias chocolate bonanza spurs quest locally grown beans,positive,0.51,0.49,0.01
20190822,dutch closing europes biggest gas field raises concerns hub,negative,0.06,0.94,0.0
20190822,exclusive biofuels company proposes buy firedamaged philadelphia refinery,negative,0.29,0.71,0.0
20190822,gold ahead powell,positive,0.94,0.03,0.03
20190822,gold prices fall fed reveals plan series rate cuts,negative,0.01,0.99,0.0
20190822,gold prices hover around $ 1500 attention shifts jackson hole,positive,0.76,0.19,0.04
20190822,brazil vietnam tightening grip worlds coffee,negative,0.11,0.89,0.0
20190822,indians pawning family gold amid credit crunch,negative,0.05,0.95,0.0
20190822,investors hoard gold etfs six years,positive,0.73,0.27,0.0
20190822,oil little ratecut anticipation balances demand fears,negative,0.03,0.96,0.0
20190822,oil edges ratecut anticipation balances demand fears,negative,0.1,0.9,0.0
20190822,oil falls bets powell speech likely disappoint bulls,negative,0.01,0.99,0.0
20190822,oil prices rise brief respite economic concerns hope supply cuts,positive,0.98,0.02,0.0
20190822,oil prices slip despite largerthanexpected weekly crude drawdown,negative,0.0,0.99,0.0
20190822,front lines trade war sinks north dakota soybean farmers,positive,1.0,0.0,0.0
20190822,opecs market share sinks sign wavering supply cuts,negative,0.06,0.94,0.0
20190822,putins budget lowest breakeven oil price decade,negative,0.02,0.98,0.0
20190822,traders exit complex bearish us oil options cushing supplies tighten,negative,0.06,0.93,0.0
20190822,white house weighs moves blunt farmer fallout biofuel,positive,0.66,0.34,0.0
20190823,app looks get tips coffee drinkers colombia growers,positive,0.58,0.42,0.0
20190823,china tariffs us oil pressure exports gulf coast prices traders,negative,0.03,0.96,0.0
20190823,chinas coal demand peak around 2025 global usage follow report,positive,0.99,0.0,0.0
20190823,cold hard euros venezuela turns european cash us sanctions,negative,0.49,0.5,0.01
20190823,gold jumps 3 weeks powell china trump collide,positive,0.99,0.01,0.0
20190823,gold prices drop ahead jackson hole symposium,negative,0.01,0.99,0.0
20190823,gold prices turn higher china tariff retaliation powell radar,positive,0.98,0.01,0.0
20190823,ireland could try block mercosur trade deal amazon concerns varadkar,negative,0.41,0.59,0.0
20190823,libyas state oil firm demands pay rise workers,positive,0.83,0.17,0.0
20190823,malaysias mahathir says linking palm oil deforestation baseless,positive,0.99,0.01,0.0
20190823,oil prices dip ahead powell speech,negative,0.01,0.99,0.0
20190823,oil prices nudge higher eyes speech fed chair,positive,0.91,0.08,0.01
20190823,oil prices record small gains ahead powells speech,positive,0.99,0.01,0.0
20190823,oil sinks onetwo punch china powell,negative,0.02,0.98,0.0
20190823,oil spills uschina trade war prices slump,positive,0.74,0.26,0.0
20190823,pump prices could fall $ 2 us south analysts say,negative,0.01,0.99,0.0
20190824,iranian tanker switches destination heads turkey shiptracking data,positive,0.61,0.34,0.05
20190825,chinas july venezuela oil imports fall us sanctions,negative,0.01,0.99,0.0
20190825,energy &amp; precious metals weekly review calendar ahead,negative,0.02,0.97,0.0
20190826,biofuel credit surplus could blunt rin price impact trump moves sources,positive,0.72,0.28,0.0
20190826,caught tariff war sinopec seeks waiver imported us oil sources,negative,0.47,0.53,0.0
20190826,china passes law allowing regions set resource taxes,positive,0.81,0.19,0.0
20190826,even us steelmakers flummoxed trumptrade policy flux,negative,0.2,0.8,0.0
20190826,gold prices gain escalating trade war sends traders fleeing equities,positive,0.97,0.03,0.0
20190826,gold prices hold gains despite apparent scaling back uschina trade tensions,positive,0.98,0.01,0.0
20190826,oil jumps trump says china wants restart trade talks,positive,0.92,0.07,0.0
20190826,oil prices break 3day losing streak trump trade remarks,positive,0.79,0.19,0.01
20190826,oil prices china places tariffs crude us products,neutral,0.02,0.46,0.53
20190826,oil prices gain despite conflicting signs sinous trade war,positive,0.99,0.01,0.0
20190826,oil prices pull back trump signals willingness meet iran,negative,0.05,0.95,0.0
20190826,oil rises uschina trade comments calm markets,positive,0.99,0.01,0.0
20190826,oil rises hopes easing uschina trade tension,positive,0.99,0.01,0.0
20190826,rapeseed squeeze canada eyeing eu biofuel amid china spat,positive,0.81,0.18,0.0
20190827,crude oil prices shrug trade jitters amid deeper opec output cuts,negative,0.02,0.98,0.0
20190827,gold prices gain trade uncertainty economic worries,positive,0.98,0.02,0.0
20190827,gold prices inch traders await trade news,negative,0.14,0.73,0.13
20190827,mexicos truck makers delay investment amid doubts new clean diesel rules,negative,0.08,0.92,0.0
20190827,oil prices jump iran snubs trump opec+ discipline holds,positive,0.99,0.01,0.0
20190828,citi sees ‘ bullish break gold,positive,0.95,0.03,0.03
20190828,de beers diamond sales keep falling buyers allowed say,negative,0.04,0.96,0.0
20190828,exclusive aramco trading sells first us west texas light crude south koreas hyundai sources,negative,0.02,0.98,0.0
20190828,former ceo shut philadelphia refinery seeks buy plant,positive,0.51,0.49,0.0
20190828,gold prices fall despite trade uncertainties inverted yield curve,negative,0.01,0.99,0.0
20190828,gold prices hold steady us yield curves invert,neutral,0.02,0.01,0.97
20190828,oil climbs big drop inventories overshadows record output,positive,0.81,0.19,0.0
20190828,oil prices continue surge eia confirms dive inventories,positive,0.97,0.03,0.0
20190828,oil prices fall surging amid big drop crude inventories,negative,0.01,0.99,0.0
20190828,oil prices gain us stockpiles fall expected,negative,0.03,0.97,0.0
20190828,oil prices rise drop us crude inventories,positive,0.94,0.06,0.0
20190828,presidential hopeful harris climate plan draw experience suing polluters sources,positive,0.97,0.03,0.0
20190828,trump announce plan boost biofuel demand soon us agriculture secretary,positive,0.99,0.01,0.0
20190829,exclusive oil giants shower qatar crown jewels race lng prize,negative,0.31,0.68,0.0
20190829,exclusive rowe price held talks guaido team venezuela pdvsa 2020 payment,positive,0.54,0.45,0.02
20190829,explainer nigerian assets risk worldwide $ 9 billion arbitration case,positive,0.96,0.03,0.0
20190829,gold prices steady concerns recession trade war linger,neutral,0.0,0.0,0.99
20190829,gold prices subdued etf demand supports gdp unsurprising,negative,0.03,0.96,0.0
20190829,hurricane dorian course florida category 4 storm,negative,0.09,0.91,0.0
20190829,merkel putin agree need speed gas talks,positive,0.91,0.09,0.0
20190829,oil prices drop concern us economy,negative,0.01,0.99,0.0
20190829,oil prices trade higher china calms trade tensions,positive,0.99,0.01,0.0
20190829,oil rises trade jitters ease,positive,0.99,0.01,0.0
20190829,turkeys tpao sells september basra heavy crude wide discount sources,negative,0.1,0.88,0.01
20190830,analysts slash oil price forecasts due fears economy trade reuters poll,negative,0.01,0.99,0.0
20190830,chinas xi sees bigger role joint energy exploration philippines,negative,0.15,0.85,0.0
20190830,copper giants ceo hopeful second half 2019 ‘ brilliant,negative,0.22,0.77,0.0
20190830,dorian becomes major hurricane heads toward florida coast,negative,0.47,0.52,0.0
20190830,exclusive saudi aramco board sees many risks new york ipo sources,positive,0.91,0.09,0.0
20190830,france begin onemonth deal brexit dress rehearsal minister,negative,0.35,0.63,0.01
20190830,gold prices global stocks recover easing trade jitters,negative,0.23,0.76,0.0
20190830,gold prices flat week pause trade tensions puts brakes monthly surge,neutral,0.0,0.04,0.95
20190830,oil prices fall set big weekly gain trade dispute rhetoric eases,negative,0.01,0.99,0.0
20190830,oil prices mixed uschina trade war takes unexpected turn better,negative,0.01,0.99,0.0
20190830,oil prices tumble 3 % opec output increases,negative,0.32,0.68,0.0
20190830,opec posts first 2019 oiloutput rise despite saudi cuts reuters survey,negative,0.37,0.63,0.0
20190830,sugar prices near lowest decade,negative,0.01,0.99,0.0
20190830,toxic chemical pes refinery mostly cleared aiding probe june blaze,positive,0.96,0.04,0.0
20190831,iran official says us showing flexibility oil sales,negative,0.02,0.97,0.01
20190831,iranian oil tanker longer turkish destination ship tracking data,positive,0.61,0.39,0.0
20190901,energy &amp; precious metals weekly review calendar ahead,negative,0.02,0.97,0.0
20190901,gold prices new uschina tariffs kick,positive,0.96,0.04,0.0
20190901,indonesia arrests dozens papua protests set buildings afire,positive,0.93,0.06,0.0
20190902,china aims rev shale gas drive wean imports amid us trade row,negative,0.06,0.93,0.01
20190902,gold prices sustain momentum amid uncertain trade talks,positive,0.98,0.01,0.01
20190902,investors rush gold,positive,0.97,0.03,0.0
20190902,oil dips uschina trade war intensifies,negative,0.02,0.98,0.0
20190902,oil falls us china add tariffs trade war,negative,0.02,0.98,0.0
20190902,opec output rises first time since start 2019 cuts,negative,0.0,1.0,0.0
20190902,sanctions choke irans crude sales oil product exports booming,positive,0.98,0.02,0.0
20190902,saudi arabia names head pif aramco chairman,negative,0.38,0.6,0.03
20190903,natural gas glut grows europe prices hit 10year low,negative,0.02,0.98,0.0
20190903,copper hits twoyear low signs global slowdown stack,negative,0.02,0.98,0.0
20190903,france seeks rescue iran nuclear deal washington talks,positive,0.85,0.14,0.01
20190903,gold prices flat momentum still high,neutral,0.0,0.0,0.99
20190903,gold prices grind higher despite signs crowded trade,positive,0.98,0.01,0.0
20190903,gold rises nearly 2 % risk assets tumble,positive,0.99,0.01,0.0
20190903,gold seen cracking $ 1600 fed cuts rates four times,negative,0.03,0.97,0.0
20190903,oil falls 2 % trade war rising output weigh,negative,0.03,0.97,0.0
20190903,oil hit weakened factory numbers heighten recession fears,negative,0.21,0.79,0.0
20190903,oil industry urges trump administration dismiss biofuel industry wish list,negative,0.48,0.52,0.01
20190903,oil prices fall market eyes trade war awaits stocks data,negative,0.01,0.99,0.0
20190903,oil prices mixed soft asia data add complicated market,negative,0.01,0.99,0.0
20190903,opec big guns ship oil even fret prices,negative,0.05,0.95,0.0
20190903,rosneft says transneft failed offer solution crisis tainted oil,positive,0.99,0.01,0.0
20190903,us cotton peanuts risk hurricane dorian set speed,positive,0.92,0.08,0.0
20190903,us lng grabs 10 % market share januaryaugust exports equal 2018 volumes,negative,0.01,0.98,0.01
20190904,argentine farmers favoring safebet soy corn policy outlook darkens,positive,0.68,0.31,0.01
20190904,chevron lays groundwork venezuela exit waiver jitters,negative,0.48,0.52,0.0
20190904,exclusive saudis rumayyan takes control aramco ipo executive committee sources,positive,0.77,0.22,0.01
20190904,first lng cargo leaves $ 15 billion site us exports grow,positive,0.68,0.31,0.0
20190904,gold prices hold high ground despite return risk appetite,positive,0.88,0.01,0.1
20190904,gold storms 6year highs us yields plummet,negative,0.08,0.91,0.0
20190904,newsbreak oil jumps 3 % upbeat chinese data,positive,0.99,0.0,0.0
20190904,oil jumps china data anticipation another big crude draw,positive,0.99,0.01,0.0
20190904,oil prices climb snapping three days losses,positive,0.99,0.01,0.0
20190904,oil prices nudge economic worries loom,positive,0.63,0.37,0.0
20190904,oil prices rise us confirms trade talks china start,positive,0.99,0.01,0.0
20190904,oil prices remain subdued,neutral,0.0,0.16,0.84
20190904,pemexs ailing finances pose top risk mexican economy moodys,positive,0.84,0.16,0.0
20190904,russias novatek greenlights $ 21 billion arctic lng 2 project,negative,0.19,0.81,0.0
20190904,us biodiesel industry leaders urge trumps epa lift biodiesel mandate,negative,0.33,0.66,0.0
20190904,us blacklists oil terror ship network raises pressure irgc,positive,0.89,0.11,0.0
20190905,big oil undermines un climate goals $ 50 billion new projects report,positive,0.83,0.17,0.0
20190905,cheaper compliant fuel oil stalks gasoils lead imo 2020 switch,negative,0.17,0.83,0.0
20190905,dozens enbridge oil shippers wade dispute proposed pipeline overhaul,positive,0.96,0.03,0.0
20190905,exclusive mexico moves launch worlds largest oil hedge program sources,negative,0.13,0.87,0.0
20190905,gold prices drop trade tensions ease,negative,0.01,0.99,0.0
20190905,gold prices fall hong kong developments uschina trade talk resumption,negative,0.01,0.99,0.0
20190905,gold slips 6year high us china eye trade talks restart,negative,0.01,0.99,0.0
20190905,gold tumbles 2019 uschina talks set reopen,negative,0.02,0.98,0.0
20190905,indias crashing vehicle sales yet burn crude oil imports russell,negative,0.02,0.98,0.0
20190905,oil ends flat early jump us draw trade talk optimism,neutral,0.0,0.02,0.98
20190905,oil prices fall rising us crude stockpiles outweigh positive trade news,negative,0.05,0.95,0.0
20190905,oil rally continues inventories drop 48m,negative,0.07,0.93,0.0
20190905,us imposes duties structural steel china mexico,negative,0.02,0.98,0.0
20190905,venezuelas oil woes deepen chinese contractor halts work,negative,0.03,0.97,0.0
20190906,bp aims sell us crude asia boost lng supplies early 2020s,negative,0.0,0.99,0.0
20190906,exclusive china sugar industry lobby government extension hefty tariffs imports sources,positive,0.93,0.07,0.0
20190906,gold 2nd straight week powell salutes us economy,positive,0.96,0.04,0.0
20190906,gold stabilizes following big drop previous session,positive,0.8,0.19,0.01
20190906,oil biggest week since july powell backs us economy,positive,0.66,0.33,0.0
20190906,oil prices rise better expected news china crude oil inventories,positive,0.98,0.02,0.0
20190906,oil rises set weekly gain amid hopes end uschina trade war,positive,0.99,0.01,0.0
20190906,trump highstakes balancing act oil corn ahead 2020 bid,positive,0.89,0.04,0.07
20190906,us shale firms cut budgets staff oilprice outlook dims,positive,0.89,0.11,0.0
20190906,white house considering direct purchases us mined uranium,negative,0.02,0.98,0.0
20190908,energy &amp; precious metals weekly review calendar ahead,negative,0.02,0.97,0.0
20190908,indias trying race brazil exporting subsidized sugar asap,negative,0.06,0.94,0.0
20190908,mexico pemex hedge oil output 2020 budget plan,negative,0.02,0.97,0.01
20190908,s&ampp platts assess prices us wti crude delivered asia,negative,0.02,0.98,0.0
20190909,bankrupt philadelphia refiner paid execs millions bonuses fire documents,positive,0.99,0.01,0.0
20190909,exclusive qatar shortlists partners north field expansion says may go alone,negative,0.1,0.9,0.0
20190909,exclusive repsol advanced talks buy exxon assets gulf mexico sources,negative,0.13,0.86,0.0
20190909,exclusive saudi plans gradual listing home aramco sources,negative,0.05,0.93,0.01
20190909,go west nigerian oil skirts us shale boom journey california,positive,0.81,0.19,0.0
20190909,gold prices rise amid lower interest rates,positive,0.95,0.04,0.0
20190909,gold prices slip threeweek low chinese buying slows,negative,0.01,0.99,0.0
20190909,gold slips briefly snapping $ 1500 support risk play,negative,0.01,0.99,0.0
20190909,hedge funds sell oil global economy deteriorates kemp,negative,0.03,0.97,0.0
20190909,new saudi energy minister says opec+ alliance staying long term,neutral,0.01,0.0,0.98
20190909,oil hits near 6week highs new saudi oil minister appointment,positive,0.99,0.01,0.0
20190909,oil prices gain saudi arabia appoints new energy minister,positive,0.99,0.01,0.0
20190909,oil prices rise saudi arabia replaces energy minister,positive,0.99,0.01,0.0
20190909,oil prices rise saudi energy minister signals commitment output cuts,positive,0.88,0.12,0.0
20190909,oil rises new saudi minister seen committed output cuts,positive,0.7,0.3,0.0
20190909,russias massive gold stash worth $ 100 billion,negative,0.01,0.99,0.0
20190909,saudi arabia flags plan enrich uranium us seeks nuclear pact,negative,0.14,0.86,0.01
20190909,saudi aramco lines banks eyes local listing year sources,negative,0.02,0.97,0.0
20190909,top oil trader sees ‘ unprecedented uncertainty,negative,0.4,0.58,0.02
20190909,trade war global economic uncertainty cloud oil outlook asia conference,negative,0.04,0.96,0.0
20190910,boltons exit shifts outlook oil market roiled sanctions,negative,0.11,0.89,0.0
20190910,china cnpc skips venezuelan oil loading second month sources,negative,0.02,0.98,0.0
20190910,china opens soymeal market 1 exporter argentina historic deal,negative,0.47,0.53,0.0
20190910,citigroup says gold may top record,positive,0.95,0.05,0.0
20190910,day ahead top 3 things watch,positive,0.85,0.13,0.02
20190910,gold prices find bottom $ 1500,negative,0.01,0.99,0.0
20190910,gold prices slip increasing appetite risk,negative,0.01,0.99,0.0
20190910,gold slides longs wait see ecb cuts,negative,0.02,0.98,0.0
20190910,iraq resists us pressure reduce iranian gas imports,negative,0.01,0.99,0.0
20190910,many us farmers fume washington trump biofuel trade policies,negative,0.3,0.68,0.02
20190910,newsbreak oil prices turn negative bolton firing,negative,0.01,0.99,0.0
20190910,oil climbs opec says demand estimates ‘ conservative,positive,0.97,0.02,0.0
20190910,oil gains falling us crude stockpiles offset bolton ouster,negative,0.01,0.99,0.0
20190910,oil prices rise falling crude stockpiles,positive,0.93,0.07,0.0
20190910,oil rally fizzles bolton firing,positive,0.89,0.1,0.0
20190910,oil rises fifth day expectations extended output cuts,positive,0.67,0.32,0.0
20190910,philippines duterte says xi offering gas deal arbitration case ignored,positive,0.87,0.12,0.01
20190910,uk government announces £ 500 million green investments,negative,0.02,0.98,0.0
20190911,oracle oil boone pickens dies 91,positive,0.5,0.27,0.23
20190911,china starts tariff exemptions keeps pressure us farms,positive,0.87,0.12,0.0
20190911,crushing argentine farmers cheer china soymeal deal us growers fret,positive,0.65,0.35,0.0
20190911,cuba says facing acute fuel shortage due us sanctions,negative,0.08,0.91,0.0
20190911,gold prices hover around $ 1500 ahead ecb meeting,positive,0.77,0.02,0.21
20190911,gold prices slip remain $ 1500 level eyes ecb,negative,0.01,0.99,0.0
20190911,gold rebounds ecb fed rate cut hopes,positive,0.77,0.23,0.0
20190911,irish beef price dispute sparks layoffs threatens exports,negative,0.19,0.81,0.0
20190911,newsbreak crude inventories fell 69m barrels last week eia,positive,0.99,0.01,0.0
20190911,oil prices gain biggerthanexpected fall us stockpiles,positive,0.84,0.16,0.0
20190911,oil prices mixed opec forecast counters inventory data,negative,0.03,0.96,0.0
20190911,oil prices rise positive trade development falling crude stockpiles,positive,0.95,0.05,0.0
20190911,oil slumps iran fear factor opecs weak demand outlook,negative,0.01,0.99,0.0
20190911,opec cuts 2020 oil demand forecast urges effort avert new glut,negative,0.01,0.99,0.0
20190911,rainstorms bahamas watched possible us threat,negative,0.23,0.76,0.01
20190911,russia saudi agree everyone implement opec+ deal ifax cites novak,positive,0.93,0.06,0.01
20190911,saudi aramco gives nine banks top roles worlds biggest ipo sources,positive,0.83,0.17,0.0
20190911,trump china made good gesture excluding us goods tariffs,negative,0.36,0.53,0.11
20190911,white house urges biofuel industry take deal boosting blending mandates sources,positive,0.9,0.1,0.0
20190912,bp ceo says hell sell oil projects meet climate targets,negative,0.02,0.98,0.0
20190912,brexit wont block bubbly say french champagne makers,positive,0.75,0.24,0.01
20190912,exclusive ahead trade talks china makes biggest us soybean purchases since june traders,positive,0.98,0.02,0.0
20190912,gold unchanged ahead ecb meeting,neutral,0.0,0.0,1.0
20190912,gold paring gains rally ecb adds fed pressure,positive,0.93,0.06,0.01
20190912,hong kong gold market losing shine amid political unrest,negative,0.06,0.94,0.0
20190912,lowcost fracking offers boon oil producers headaches suppliers,positive,0.63,0.36,0.0
20190912,newsbreak oil drops opec agrees cut oil output gold surges,positive,0.84,0.16,0.0
20190912,nigeria iraq pledge cut output meet opec targets,positive,0.8,0.19,0.0
20190912,oil gains signs thaw uschina trade war inventory fall,negative,0.08,0.92,0.0
20190912,oil protesters disrupt texas energy port ahead us presidential debate,positive,0.96,0.04,0.01
20190912,oil tanks iran fears top resolute opec,negative,0.2,0.8,0.0
20190912,opec members iraq nigeria agree cut oil output,positive,1.0,0.0,0.0
20190912,russias novak opal ruling affect threeway gas talks,positive,0.87,0.12,0.0
20190912,saudi arabia says keep overcomplying opec+ oil cuts,negative,0.37,0.63,0.0
20190912,saudi prince abdulaziz oil hawk soft diplomacy touch,positive,0.65,0.34,0.01
20190912,us briefly overtakes saudi arabia top oil exporter iea,negative,0.02,0.98,0.0
20190912,us consumers show growing signs debt distress kemp,negative,0.28,0.72,0.0
20190913,cubas acute fuel shortage begins bite,negative,0.09,0.91,0.0
20190913,gold gives gains rally eyes fed,positive,0.89,0.06,0.04
20190913,gold prices hover around $ 1500 strong data vie dovish ecb,positive,0.89,0.03,0.08
20190913,india mulls selling stake refiner overseas oil firm,negative,0.09,0.91,0.0
20190913,oil fall opec output cut chinaus trade optimism fail lift prices,positive,0.62,0.38,0.0
20190913,oil slips global demand fears despite uschina trade talk hopes,negative,0.04,0.96,0.0
20190913,oil steadies us crude ends week 3 %,positive,0.76,0.24,0.0
20190913,spot gold worst week since march uschina optimism ticks,negative,0.03,0.97,0.0
20190913,trump tradewar aid sows frustration farm country,positive,0.94,0.06,0.0
20190914,attack saudi oil plant everyone feared oil strategy,positive,0.99,0.01,0.0
20190914,attacks saudi facilities threaten spare oil capacity price hikes,negative,0.22,0.78,0.0
20190914,global spare oil capacity us hands saudi outage,negative,0.06,0.93,0.01
20190914,saudi arabias oil supply disrupted drone attacks sources,positive,1.0,0.0,0.0
20190915,energy &amp; precious metals weekly review calendar ahead,negative,0.02,0.97,0.0
20190915,oil jolt may shortterm impact markets elsewhere,positive,0.72,0.28,0.0
20190915,oil may jump much $ 10 barrel saudi arabia attack,positive,0.98,0.02,0.0
20190915,oil prices jump 11 % following saturdays attack saudi facilities,positive,0.99,0.0,0.0
20190915,s&ampp global platts sees saudi oil strikes driving risk premium crude market,negative,0.13,0.87,0.0
20190915,saudis race restore oil output crippling aramco attack,negative,0.01,0.99,0.01
20190915,us shale seen unlikely quickly replace barrels lost attack saudi facilities,positive,0.91,0.08,0.0
20190916,aramco less optimistic pace oil output recovery,negative,0.0,0.99,0.0
20190916,attacks saudi oil facilities mean consumers,positive,0.98,0.01,0.0
20190916,biggest oil rally 3 decades next,positive,0.99,0.01,0.0
20190916,explainer saudi attack affects global oil supply,positive,0.61,0.38,0.0
20190916,gold back $ 1500 oilmarket pop,positive,0.98,0.01,0.01
20190916,gold prices jump amid middle east tensions investors eye central banks meetings,positive,0.99,0.01,0.0
20190916,gold prices steady havens rally attacks saudi arabia,neutral,0.02,0.01,0.97
20190916,oil prices give back gains rally traders await clarity saudi,positive,0.85,0.15,0.0
20190916,oil prices rise us retaliation iran looms,positive,0.99,0.01,0.0
20190916,oil surges 20 % saudi attack softens stockpile hopes,positive,0.77,0.23,0.0
20190916,saudi attacks threaten us gasoline price hikes particularly california,positive,0.96,0.04,0.0
20190916,south korea latest asian nation hit african swine fever,positive,0.97,0.03,0.0
20190916,trump pledges help middle east allies saudi oil attack,positive,0.99,0.01,0.0
20190916,trumps suggestion iran strike raises bipartisan alarm,positive,0.84,0.15,0.01
20190916,us farmers receive $ 407 billion latest government trade aid,positive,0.71,0.29,0.0
20190917,colombian fracking halt block investigative projects court,positive,0.99,0.0,0.0
20190917,gold prices drop havens rally remains $ 1500 level,negative,0.01,0.99,0.0
20190917,gold prices slip eyes fed,negative,0.02,0.98,0.0
20190917,new mexico rally trump vows flip state clinton 2016,positive,0.64,0.27,0.09
20190917,newsbreak gold sees small gains saudis see oil output stabilizing,negative,0.0,0.98,0.02
20190917,newsbreak oil dives saudi production seen recovering end month,positive,0.71,0.28,0.0
20190917,newsbreak oil prices fall report saudi quickly restoring output,negative,0.01,0.99,0.0
20190917,newsbreak us crude stockpiles rose last week api,negative,0.0,1.0,0.0
20190917,oil declines market assesses attacks saudi facilities,positive,0.57,0.43,0.0
20190917,oil dives saudis output rebound strongly attacks,negative,0.04,0.96,0.0
20190917,oil market gripped uncertainty lost saudi production,positive,0.95,0.05,0.0
20190917,oil prices holding pattern world awaits saudi outage update,negative,0.12,0.47,0.41
20190917,oil slips saudi arabia says restore output risks remain,negative,0.18,0.82,0.01
20190917,saudi arabia partially restores output damaged oil plant,positive,0.99,0.01,0.0
20190917,saudi oil attacks came southwest iran us official says raising tensions,positive,0.99,0.01,0.0
20190917,saudis face lengthy oil halt options replace losses,negative,0.02,0.98,0.0
20190917,trump says want war attack saudi oil facilities,positive,0.87,0.13,0.0
20190917,us solar market growth slows year projects pushed back,negative,0.33,0.67,0.0
20190918,exclusive wheres beef argentine ranchers hope headed china,positive,0.83,0.15,0.02
20190918,gold prices hovering near $ 1500 ahead fed decision,neutral,0.01,0.01,0.98
20190918,gold slides fed cuts rates traders seek direction,negative,0.02,0.98,0.0
20190918,newsbreak gold futures hold $ 1500 fed cuts rates,negative,0.04,0.95,0.01
20190918,newsbreak us oil inventories rose 11 million barrels last week eia,negative,0.0,1.0,0.0
20190918,next wave us lng export projects ‘ tougher blackstone energy ceo,negative,0.23,0.77,0.0
20190918,oil stockpile build saudi worries limit losses,negative,0.01,0.99,0.0
20190918,oil prices fall saudi quickly restore output api reports rising stockpiles,negative,0.03,0.97,0.0
20190918,oil prices settle turbulent week saudi arabia reassures output,negative,0.01,0.99,0.0
20190918,oil prices tumble trump gives iran pass,negative,0.01,0.99,0.0
20190918,pompeo says attack act war saudi arabia seeks coalition,positive,0.64,0.34,0.02
20190918,saudi arabia hold news conference proving iran role attacks,positive,0.98,0.01,0.01
20190918,saudis keep oil flowing patch wounded industry,neutral,0.0,0.0,0.99
20190919,engaged trump talks biofuels policy us oilstate senators,positive,0.54,0.21,0.25
20190919,exclusive venezuela opposition eyes un asset protection option save citgo,positive,0.63,0.35,0.01
20190919,gold hovers around $ 1500 uncertainty next fed move,positive,0.65,0.27,0.08
20190919,gold prices edge lower fed refuses join race bottom,negative,0.26,0.73,0.0
20190919,gold prices fall fed meeting still $ 1500 level,negative,0.01,0.99,0.0
20190919,medicinal cannabis could bring $ 6 billion year colombia government says,positive,0.94,0.06,0.0
20190919,millions young people led swedens thunberg strike climate action,positive,0.93,0.07,0.0
20190919,newsbreak oil prices jump session highs brent 2 %,positive,0.99,0.01,0.0
20190919,oil prices climb amid supply risk fears,positive,0.99,0.01,0.0
